x1,y1,x2,y2,x2_,y2_
145.0,80.0,139.0,93.0,140.7917046860443,90.74660938923033
71.0,101.0,51.0,115.0,55.39079673337968,112.4206469567403
141.0,187.0,136.0,196.0,138.20808353463445,194.01834953718472
152.0,123.0,148.0,134.0,149.73392506032775,132.08306701672856
129.0,192.0,122.0,201.0,124.3899056763054,199.07094692371004
156.0,36.0,151.0,50.0,152.7015534525034,48.10009903703752
97.0,80.0,81.0,94.0,85.13497841237005,91.66822676706823
133.0,26.0,124.0,41.0,125.84070546745616,38.897321279786524
100.0,32.0,84.0,47.0,87.69190595166228,45.31756487752908
93.0,91.0,78.0,105.0,80.70812250528441,102.35385290776625
149.0,237.0,146.0,244.0,148.44422141556262,242.08667706153682
160.0,105.0,156.0,117.0,158.6644383226522,114.5695691689852
174.0,54.0,172.0,67.0,173.91842947197335,65.11438747178534
111.0,31.0,96.0,47.0,100.42737028576778,44.14192228669471
194.0,67.0,195.0,79.0,197.3583336260053,77.26808973998295
128.0,180.0,121.0,190.0,122.99998635946922,187.51688398479033
101.0,102.0,87.0,115.0,90.19544626671926,112.80907470400479
175.0,112.0,175.0,124.0,176.19156544257086,121.03263399730304
66.0,200.0,47.0,210.0,51.49405771328681,207.99607859942765
133.0,234.0,128.0,242.0,129.8343807714204,239.50056702890996
235.0,58.0,244.0,70.0,244.72564423510582,67.80091982110237
79.0,132.0,61.0,144.0,65.26212773558034,142.16464852083442
136.0,15.0,127.0,31.0,129.10804640216512,28.23089550112678
116.0,57.0,104.0,70.0,106.72415456064687,69.12132429524567
150.0,101.0,145.0,113.0,146.99248715073193,110.90381835571543
163.0,8.0,159.0,24.0,160.28054812206824,20.961415467200787
108.0,74.0,94.0,88.0,97.77444093628411,85.67039113416804
129.0,68.0,119.0,82.0,122.00906078355749,79.48055188088495
57.0,48.0,34.0,65.0,38.13996033248418,61.57419817978622
116.0,211.0,108.0,219.0,109.68101031454347,217.644885190058
177.0,79.0,175.0,92.0,177.87698344006074,89.1677591955919
198.0,197.0,203.0,204.0,204.4924405804898,202.5683149851339
171.0,226.0,172.0,233.0,173.74234682542905,231.0554444041496
68.0,36.0,46.0,52.0,50.66422828376072,49.78973089640702
91.0,54.0,74.0,69.0,77.67867916511426,66.70801752096338
62.0,8.0,39.0,26.0,43.16952071283615,22.90065203306802
180.0,101.0,181.0,113.0,181.77793632203324,110.32780749456673
193.0,34.0,194.0,47.0,195.56520670636505,45.46080842479451
131.0,114.0,122.0,126.0,125.21130738207223,123.80632714381412
83.0,98.0,65.0,112.0,69.24737531578533,109.29692678704133
164.0,133.0,162.0,144.0,163.84010834923114,141.49705635599295
62.0,40.0,39.0,57.0,43.78393229806141,53.76268750228941
118.0,133.0,108.0,145.0,110.5024120203103,142.3802730097543
66.0,23.0,44.0,39.0,48.09559363250955,37.29042971111241
38.0,45.0,11.0,62.0,16.051574771211836,59.045689233274224
153.0,144.0,149.0,154.0,151.29664763550852,152.317085030959
100.0,125.0,87.0,139.0,89.47753962122322,135.01036305954594
75.0,26.0,54.0,43.0,58.588829470014794,40.01094227800732
180.0,68.0,179.0,81.0,181.14432437476967,78.50133341693217
46.0,42.0,19.0,58.0,25.27009346411064,55.99877051172841
84.0,79.0,66.0,92.0,70.04208340943454,90.95339286515284
157.0,84.0,152.0,97.0,154.782685802718,94.37395947842353
134.0,88.0,126.0,101.0,128.19064288620683,98.67332223895687
115.0,198.0,105.0,208.0,108.271890635669,205.1263836427251
91.0,39.0,74.0,55.0,77.39067373453992,52.24143839476585
156.0,184.0,155.0,192.0,155.54320703417025,190.83702828137086
149.0,196.0,145.0,204.0,147.65700657199275,202.5446941165969
123.0,121.0,114.0,133.0,116.06958253773438,130.71100029901262
107.0,14.0,92.0,31.0,95.46290424161003,27.823267391824018
95.0,21.0,77.0,38.0,81.68312710735754,34.804741995175675
55.0,16.0,30.0,33.0,35.20651880250549,30.75056343464143
133.0,77.0,123.0,89.0,126.81992393140894,88.08369790845032
228.0,41.0,236.0,54.0,236.2826332738179,51.53986601234653
201.0,55.0,205.0,68.0,205.2445340881828,65.56041630516471
92.0,241.0,79.0,247.0,82.42866183865114,247.038852131372
194.0,113.0,197.0,123.0,198.24155027976664,121.6322657269887
133.0,202.0,127.0,211.0,129.21996918619513,208.63853155968857
118.0,43.0,105.0,57.0,108.77437943686424,55.580783053384714
165.0,202.0,165.0,210.0,166.32444830224983,208.0241199744633
138.0,107.0,130.0,119.0,133.19350965444116,116.92085435065391
95.0,68.0,79.0,82.0,82.58554412315715,80.1333641901868
122.0,80.0,112.0,94.0,114.1228527217878,91.18821771611098
165.0,52.0,160.0,65.0,163.4443939965064,63.358313513303614
101.0,114.0,88.0,127.0,90.42585061117873,124.3823380049628
115.0,234.0,106.0,241.0,108.96310366904743,239.84617354559919
111.0,156.0,100.0,167.0,102.827415540554,164.6967635375252
119.0,26.0,106.0,42.0,109.60748825459002,39.16612634832257
169.0,192.0,167.0,200.0,170.7705045713738,198.30293244217847
201.0,97.0,204.0,109.0,206.05094929379098,106.06684545810998
85.0,18.0,66.0,36.0,70.03037629747558,32.10342979031908
81.0,46.0,62.0,61.0,65.92992654504084,59.18451227404094
166.0,24.0,162.0,40.0,164.066298831811,36.334832115696614
162.0,168.0,160.0,177.0,162.19309107581785,175.29080837453043
137.0,46.0,128.0,60.0,130.8627725977288,58.10929199989671
68.0,110.0,48.0,123.0,52.08505507459415,121.15819551857369
227.0,10.0,234.0,23.0,234.52790707825423,21.661469513576602
46.0,80.0,22.0,95.0,25.99970722156565,92.64744523102101
143.0,118.0,137.0,130.0,139.2022884987459,127.43367723300732
104.0,192.0,91.0,202.0,95.40202376729545,199.5509559746673
178.0,34.0,176.0,47.0,178.17248212071442,45.74881385536884
111.0,96.0,99.0,109.0,101.67539381825661,106.83043943314287
107.0,59.0,96.0,75.0,96.32692053333307,71.2230047704166
76.0,110.0,57.0,123.0,61.361174853607835,121.00459262226737
75.0,53.0,55.0,69.0,59.107239245048625,66.05078470516285
157.0,92.0,153.0,105.0,154.93628869902432,102.08946834572887
183.0,40.0,182.0,54.0,184.0852591548277,51.43944369565639
147.0,55.0,141.0,69.0,142.6307255798405,66.59723585523233
56.0,213.0,36.0,224.0,40.14850509642527,220.7257841291817
144.0,72.0,136.0,85.0,139.4785868173613,83.05030088396327
153.0,163.0,150.0,173.0,151.66145451423603,170.6414185908092
90.0,130.0,75.0,142.0,77.97839170764756,140.0245673215869
107.0,89.0,93.0,102.0,96.90293139448175,100.15617062240386
120.0,153.0,110.0,164.0,113.20544920582951,161.63064445394107
183.0,192.0,185.0,199.0,187.00371418464772,198.0341273736424
185.0,135.0,187.0,145.0,188.22832349321862,143.02272597001522
133.0,142.0,127.0,153.0,128.06794746389775,150.77221505489845
190.0,81.0,191.0,94.0,192.98907880503452,90.84703170592047
43.0,55.0,17.0,72.0,22.041153253478278,68.59407350721445
166.0,95.0,163.0,107.0,165.42952453652956,104.80998091262379
36.0,28.0,8.0,46.0,13.406138671807494,42.68863361432694
72.0,43.0,52.0,60.0,55.43669070753559,56.46399970714603
126.0,130.0,116.0,141.0,119.72093071320911,139.33335428820845
165.0,32.0,161.0,45.0,163.0603867557406,44.06954134504025
76.0,63.0,56.0,78.0,60.45875783780822,75.67597042725625
43.0,8.0,16.0,27.0,21.138736237678675,23.265458911795527
89.0,114.0,73.0,127.0,76.51167094265823,124.61274234942229
99.0,153.0,85.0,164.0,88.85563478591861,162.03385205674516
40.0,33.0,14.0,50.0,18.14020037150579,47.43402520823962
124.0,46.0,112.0,61.0,115.78907035723935,58.358896706394475
142.0,143.0,137.0,154.0,138.52278257732644,151.563850404967
199.0,135.0,203.0,145.0,204.46153310649257,142.75392090147918
101.0,228.0,89.0,236.0,92.61469188354376,234.3283469636562
51.0,29.0,26.0,46.0,30.818063619496428,43.36506679216575
130.0,150.0,121.0,161.0,124.74300544307394,158.54532500831868
194.0,11.0,196.0,25.0,196.28311335186112,23.259520069253306
197.0,229.0,204.0,235.0,203.94733719333837,233.44955081639358
218.0,196.0,228.0,203.0,227.66353966598572,201.21986913595492
137.0,134.0,130.0,146.0,132.55240445709828,142.97990473943995
185.0,233.0,189.0,239.0,190.10995897297101,237.5377095945057
86.0,122.0,69.0,135.0,73.1867289218344,132.3858523028425
217.0,132.0,225.0,142.0,225.27520152315847,139.51499855955043
47.0,23.0,20.0,38.0,26.064801557759843,37.655236589839916
