x1,y1,x2,y2,x2_,y2_
186.0,64.0,185.0,75.0,191.3819667437312,68.71079908999775
174.0,189.0,173.0,178.0,178.27797512442064,184.43758013447626
39.0,247.0,41.0,226.0,30.858054207992378,238.13480301290352
176.0,64.0,175.0,75.0,180.46197372763908,68.71079908999775
45.0,177.0,47.0,169.0,37.41005001764766,173.3278098837672
58.0,66.0,60.0,77.0,51.60604093856745,70.56242746511593
125.0,11.0,125.0,32.0,124.77000174597697,19.64263954977374
14.0,74.0,17.0,83.0,3.5580716677620305,77.96894096558866
41.0,107.0,43.0,111.0,33.04205281121081,108.52080915503865
67.0,215.0,69.0,200.0,61.43404225264257,208.50874901101264
43.0,229.0,46.0,211.0,35.22605141442923,221.4701476368399
64.0,195.0,65.0,183.0,58.15804434781493,189.99246525983082
50.0,75.0,52.0,84.0,42.870046525693745,78.89475515314774
55.0,162.0,58.0,156.0,48.330043033739805,159.44059707038082
196.0,53.0,194.0,66.0,202.30195975982335,58.52683542725555
171.0,88.0,170.0,95.0,175.00197721959302,90.93033959141593
64.0,79.0,66.0,88.0,58.15804434781493,82.5980119033841
160.0,190.0,159.0,179.0,162.98998490189166,185.36339432203536
70.0,107.0,72.0,111.0,64.7100401574702,108.52080915503865
201.0,83.0,200.0,91.0,207.7619562678694,86.30126865362047
22.0,230.0,24.0,211.0,12.294066080635742,222.395961824399
138.0,57.0,138.0,70.0,138.96600026648895,62.23009217749191
203.0,70.0,201.0,81.0,209.94595487108785,74.2656842153523
238.0,49.0,235.0,63.0,248.1659304274103,54.82357867701918
181.0,99.0,180.0,104.0,185.92197023568514,101.11429565456592
10.0,84.0,13.0,92.0,-0.8099255386748059,87.22708284117957
59.0,134.0,62.0,132.0,52.69804024017665,133.5177998187263
161.0,181.0,160.0,171.0,164.08198420350087,177.03106663400357
145.0,82.0,144.0,90.0,146.60999537775345,85.37545446606138
71.0,207.0,74.0,193.0,65.80203945907942,201.1022355105399
218.0,88.0,215.0,94.0,226.32594439522606,90.93033959141593
76.0,218.0,78.0,202.0,71.2620359671255,211.2861915736899
153.0,168.0,153.0,160.0,155.34598979062716,164.99548219573538
197.0,121.0,195.0,122.0,203.39395906143255,121.48220778086592
51.0,207.0,53.0,193.0,43.962045827302944,201.1022355105399
26.0,244.0,27.0,223.0,16.66206328707262,235.35736045022625
219.0,34.0,217.0,51.0,227.41794369683527,40.93636586363283
88.0,135.0,89.0,133.0,84.36602758643606,134.44361400628537
17.0,159.0,19.0,154.0,6.834069572589685,156.66315450770355
12.0,190.0,15.0,178.0,1.3740730645436123,185.36339432203536
184.0,154.0,183.0,149.0,189.19796814051278,152.03408356990812
239.0,195.0,236.0,184.0,249.25792972901954,189.99246525983082
149.0,232.0,147.0,213.0,150.9779925841903,224.24759019951716
221.0,21.0,218.0,41.0,229.60194230005368,28.900781425364656
13.0,8.0,18.0,28.0,2.4660723661528205,16.865196987096475
176.0,205.0,174.0,192.0,180.46197372763908,199.25060713542172
217.0,162.0,215.0,155.0,225.23394509361682,159.44059707038082
207.0,58.0,204.0,70.0,214.3139520775247,63.15590636505102
27.0,93.0,28.0,99.0,17.754062588681816,95.55941052921138
