x1,y1,x2,y2
162.98666666666668,114.77333333333333,173.65333333333334,132.69333333333333
154.88,157.86666666666667,160.0,175.78666666666666
181.76,117.76,193.70666666666668,137.81333333333333
152.74666666666667,75.94666666666667,168.96,89.6
163.84,79.78666666666666,178.77333333333334,96.0
168.96,98.98666666666666,182.18666666666667,115.62666666666667
141.65333333333334,74.66666666666667,157.86666666666667,87.89333333333333
135.68,162.98666666666668,144.21333333333334,176.21333333333334
195.84,119.46666666666667,207.36,141.65333333333334
184.74666666666667,103.68,199.68,125.86666666666666
129.70666666666668,75.94666666666667,144.21333333333334,86.61333333333333
147.62666666666667,83.62666666666667,162.98666666666668,96.85333333333334
166.4,160.0,172.8,181.76
132.69333333333333,105.38666666666667,145.49333333333334,118.18666666666667
175.78666666666666,131.84,185.6,151.89333333333335
134.82666666666665,58.026666666666664,151.04,70.4
