x1,y1,x2,y2
110.0,98.0,109.0,112.0
164.0,176.0,172.0,189.0
109.0,160.0,114.0,173.0
159.0,205.0,170.0,212.0
114.0,145.0,117.0,160.0
74.0,228.0,91.0,245.0
127.0,112.0,129.0,126.0
166.0,154.0,171.0,163.0
110.0,200.0,120.0,211.0
219.0,146.0,230.0,143.0
39.0,202.0,47.0,218.0
59.0,208.0,73.0,220.0
133.0,154.0,136.0,168.0
67.0,191.0,75.0,203.0
164.0,221.0,175.0,228.0
66.0,140.0,72.0,153.0
160.0,231.0,178.0,237.0
189.0,179.0,198.0,185.0
112.0,138.0,116.0,153.0
145.0,193.0,149.0,209.0
141.0,125.0,144.0,137.0
18.0,197.0,24.0,211.0
68.0,225.0,78.0,242.0
122.0,159.0,126.0,172.0
225.0,220.0,242.0,217.0
166.0,145.0,170.0,155.0
196.0,189.0,205.0,194.0
10.0,223.0,29.0,241.0
38.0,224.0,52.0,244.0
139.0,231.0,155.0,237.0
135.0,141.0,138.0,152.0
46.0,125.0,53.0,137.0
23.0,177.0,36.0,190.0
20.0,187.0,32.0,200.0
75.0,78.0,77.0,95.0
141.0,225.0,155.0,232.0
118.0,168.0,120.0,186.0
160.0,80.0,156.0,61.0
132.0,122.0,134.0,137.0
81.0,62.0,84.0,61.0
134.0,198.0,144.0,209.0
12.0,41.0,16.0,40.0
67.0,135.0,73.0,147.0
127.0,235.0,132.0,243.0
52.0,155.0,55.0,169.0
85.0,192.0,96.0,200.0
24.0,123.0,45.0,105.0
44.0,75.0,28.0,119.0
