x1,y1,x2,y2
145.0,182.0,159.0,245.0
236.0,85.0,247.0,153.0
59.0,49.0,55.0,101.0
62.0,81.0,61.0,136.0
136.0,161.0,146.0,224.0
90.0,40.0,91.0,95.0
86.0,86.0,89.0,142.0
76.0,37.0,73.0,91.0
156.0,168.0,169.0,233.0
69.0,102.0,72.0,158.0
27.0,87.0,22.0,139.0
108.0,116.0,112.0,176.0
80.0,65.0,82.0,124.0
73.0,61.0,72.0,115.0
63.0,28.0,57.0,76.0
86.0,102.0,88.0,160.0
167.0,168.0,181.0,234.0
77.0,46.0,77.0,101.0
222.0,150.0,237.0,219.0
57.0,58.0,54.0,111.0
42.0,65.0,37.0,116.0
15.0,141.0,14.0,195.0
155.0,45.0,159.0,105.0
35.0,97.0,32.0,151.0
65.0,188.0,73.0,247.0
154.0,149.0,169.0,211.0
173.0,177.0,188.0,244.0
8.0,189.0,17.0,220.0
60.0,66.0,53.0,120.0
