x1,y1,x2,y2
112.0,71.0,99.0,78.0
152.0,25.0,139.0,20.0
150.0,54.0,138.0,62.0
123.0,69.0,110.0,76.0
76.0,67.0,61.0,67.0
103.0,159.0,89.0,166.0
53.0,63.0,41.0,61.0
55.0,36.0,42.0,34.0
46.0,48.0,34.0,47.0
173.0,31.0,159.0,29.0
66.0,126.0,52.0,130.0
117.0,140.0,103.0,148.0
92.0,53.0,76.0,52.0
80.0,110.0,67.0,115.0
166.0,223.0,156.0,225.0
147.0,233.0,136.0,235.0
119.0,60.0,105.0,67.0
101.0,70.0,88.0,77.0
25.0,154.0,13.0,152.0
142.0,39.0,128.0,35.0
129.0,61.0,116.0,69.0
84.0,183.0,69.0,188.0
77.0,80.0,64.0,85.0
109.0,58.0,96.0,64.0
195.0,70.0,183.0,70.0
177.0,67.0,169.0,68.0
173.0,92.0,161.0,94.0
111.0,122.0,98.0,129.0
39.0,34.0,28.0,36.0
71.0,14.0,59.0,11.0
101.0,133.0,88.0,140.0
34.0,127.0,24.0,126.0
67.0,22.0,51.0,23.0
166.0,146.0,154.0,153.0
131.0,30.0,119.0,27.0
218.0,60.0,205.0,58.0
93.0,70.0,80.0,76.0
93.0,95.0,79.0,100.0
167.0,11.0,153.0,8.0
114.0,171.0,100.0,178.0
94.0,230.0,84.0,233.0
61.0,170.0,47.0,173.0
124.0,134.0,109.0,142.0
42.0,117.0,31.0,116.0
174.0,14.0,160.0,11.0
79.0,172.0,64.0,177.0
203.0,39.0,187.0,37.0
24.0,130.0,13.0,129.0
51.0,128.0,38.0,131.0
164.0,28.0,150.0,24.0
83.0,201.0,72.0,203.0
123.0,186.0,109.0,193.0
130.0,163.0,115.0,171.0
227.0,123.0,216.0,127.0
212.0,31.0,199.0,29.0
80.0,165.0,66.0,169.0
48.0,166.0,37.0,174.0
75.0,158.0,60.0,162.0
112.0,42.0,91.0,42.0
109.0,88.0,95.0,95.0
108.0,144.0,93.0,153.0
57.0,90.0,42.0,94.0
104.0,80.0,91.0,87.0
234.0,17.0,220.0,13.0
91.0,190.0,76.0,195.0
168.0,76.0,152.0,85.0
83.0,46.0,70.0,43.0
240.0,24.0,228.0,17.0
93.0,157.0,79.0,163.0
110.0,188.0,96.0,196.0
111.0,108.0,97.0,115.0
82.0,223.0,71.0,226.0
99.0,112.0,86.0,118.0
142.0,158.0,127.0,166.0
69.0,73.0,54.0,74.0
132.0,85.0,119.0,93.0
50.0,157.0,35.0,162.0
98.0,185.0,82.0,191.0
45.0,136.0,33.0,139.0
108.0,21.0,92.0,17.0
120.0,107.0,106.0,115.0
94.0,172.0,80.0,178.0
89.0,118.0,75.0,125.0
118.0,29.0,105.0,24.0
117.0,86.0,104.0,94.0
79.0,146.0,65.0,152.0
139.0,145.0,124.0,153.0
33.0,68.0,22.0,67.0
177.0,120.0,163.0,124.0
189.0,160.0,178.0,164.0
116.0,158.0,101.0,166.0
135.0,215.0,121.0,216.0
189.0,215.0,178.0,217.0
209.0,193.0,198.0,193.0
37.0,180.0,28.0,181.0
158.0,41.0,151.0,40.0
21.0,76.0,11.0,76.0
176.0,113.0,164.0,119.0
72.0,37.0,59.0,34.0
65.0,62.0,50.0,58.0
31.0,214.0,21.0,216.0
54.0,118.0,41.0,121.0
106.0,209.0,95.0,211.0
67.0,242.0,57.0,245.0
234.0,151.0,222.0,150.0
176.0,106.0,164.0,108.0
158.0,133.0,146.0,144.0
215.0,138.0,204.0,137.0
182.0,134.0,171.0,135.0
247.0,121.0,239.0,122.0
95.0,105.0,82.0,112.0
187.0,103.0,174.0,113.0
119.0,193.0,102.0,201.0
183.0,13.0,169.0,10.0
223.0,166.0,212.0,166.0
246.0,144.0,233.0,144.0
197.0,225.0,186.0,227.0
179.0,223.0,168.0,224.0
199.0,246.0,188.0,247.0
107.0,235.0,97.0,238.0
93.0,31.0,78.0,27.0
74.0,58.0,59.0,54.0
108.0,165.0,93.0,172.0
