x1,y1,x2,y2
152.0,173.0,144.0,220.0
90.0,46.0,63.0,105.0
136.0,24.0,106.0,75.0
95.0,24.0,65.0,83.0
144.0,152.0,133.0,203.0
49.0,61.0,18.0,131.0
78.0,64.0,53.0,125.0
244.0,97.0,225.0,132.0
165.0,226.0,144.0,247.0
78.0,32.0,48.0,94.0
133.0,149.0,118.0,205.0
173.0,165.0,165.0,209.0
84.0,85.0,63.0,145.0
74.0,166.0,65.0,226.0
102.0,72.0,79.0,129.0
99.0,184.0,94.0,241.0
111.0,42.0,84.0,98.0
228.0,154.0,217.0,194.0
120.0,105.0,103.0,159.0
198.0,152.0,189.0,194.0
162.0,162.0,154.0,209.0
23.0,133.0,14.0,204.0
112.0,11.0,81.0,68.0
247.0,74.0,227.0,108.0
79.0,102.0,61.0,163.0
224.0,75.0,200.0,114.0
183.0,68.0,159.0,112.0
215.0,144.0,205.0,184.0
84.0,14.0,48.0,70.0
241.0,115.0,226.0,151.0
122.0,29.0,92.0,83.0
61.0,177.0,50.0,237.0
240.0,142.0,229.0,176.0
29.0,112.0,10.0,181.0
214.0,18.0,182.0,56.0
44.0,129.0,28.0,195.0
243.0,179.0,235.0,216.0
54.0,117.0,40.0,181.0
158.0,102.0,143.0,150.0
