x1,y1,x2,y2
183.0,65.0,190.0,93.0
176.0,49.0,185.0,79.0
71.0,109.0,80.0,130.0
85.0,117.0,95.0,138.0
42.0,88.0,51.0,109.0
90.0,54.0,106.0,76.0
182.0,176.0,183.0,208.0
136.0,183.0,132.0,214.0
59.0,98.0,68.0,118.0
82.0,94.0,95.0,114.0
118.0,185.0,121.0,210.0
164.0,27.0,180.0,68.0
52.0,52.0,65.0,75.0
108.0,170.0,113.0,193.0
22.0,168.0,16.0,191.0
129.0,42.0,147.0,64.0
145.0,11.0,146.0,39.0
69.0,12.0,85.0,40.0
135.0,151.0,138.0,174.0
74.0,30.0,96.0,53.0
95.0,174.0,98.0,197.0
164.0,107.0,175.0,135.0
202.0,139.0,203.0,183.0
106.0,8.0,124.0,38.0
83.0,44.0,100.0,65.0
158.0,82.0,175.0,107.0
49.0,98.0,59.0,119.0
28.0,103.0,36.0,124.0
108.0,139.0,116.0,161.0
136.0,84.0,151.0,107.0
34.0,47.0,43.0,72.0
36.0,176.0,29.0,200.0
51.0,194.0,42.0,222.0
71.0,176.0,73.0,199.0
104.0,100.0,115.0,119.0
66.0,37.0,79.0,64.0
54.0,24.0,70.0,49.0
55.0,76.0,63.0,103.0
