x1,y1,x2,y2
101.0,106.0,136.0,73.0
114.0,79.0,152.0,51.0
243.0,190.0,246.0,159.0
124.0,174.0,146.0,135.0
48.0,229.0,68.0,177.0
104.0,35.0,146.0,11.0
135.0,157.0,158.0,123.0
130.0,92.0,162.0,63.0
204.0,34.0,232.0,18.0
198.0,219.0,202.0,182.0
26.0,80.0,70.0,45.0
90.0,89.0,127.0,58.0
133.0,108.0,164.0,78.0
128.0,198.0,145.0,157.0
116.0,245.0,126.0,197.0
32.0,236.0,54.0,182.0
136.0,26.0,177.0,8.0
242.0,155.0,247.0,127.0
74.0,239.0,92.0,189.0
85.0,107.0,127.0,75.0
134.0,61.0,171.0,39.0
190.0,50.0,218.0,32.0
61.0,234.0,77.0,184.0
120.0,116.0,152.0,84.0
51.0,246.0,70.0,196.0
117.0,157.0,141.0,122.0
37.0,169.0,67.0,124.0
112.0,50.0,154.0,27.0
156.0,224.0,165.0,183.0
214.0,111.0,231.0,85.0
167.0,181.0,183.0,144.0
94.0,56.0,134.0,31.0
30.0,212.0,55.0,162.0
214.0,31.0,242.0,16.0
110.0,92.0,144.0,63.0
143.0,128.0,169.0,96.0
27.0,113.0,66.0,74.0
131.0,129.0,158.0,96.0
12.0,163.0,48.0,116.0
86.0,81.0,126.0,51.0
118.0,194.0,139.0,153.0
235.0,199.0,238.0,166.0
106.0,113.0,144.0,80.0
80.0,49.0,122.0,22.0
44.0,45.0,91.0,14.0
63.0,179.0,90.0,136.0
225.0,81.0,246.0,62.0
214.0,103.0,233.0,79.0
60.0,148.0,91.0,109.0
206.0,202.0,219.0,160.0
101.0,73.0,139.0,46.0
147.0,187.0,165.0,148.0
129.0,145.0,155.0,111.0
