x1,y1,x2,y2
237.0,140.0,219.0,139.0
136.0,137.0,136.0,150.0
158.0,120.0,156.0,129.0
191.0,54.0,160.0,39.0
76.0,160.0,74.0,175.0
52.0,193.0,39.0,195.0
79.0,150.0,79.0,164.0
185.0,197.0,177.0,185.0
69.0,46.0,63.0,52.0
156.0,79.0,153.0,87.0
185.0,176.0,172.0,174.0
167.0,94.0,165.0,103.0
238.0,129.0,219.0,122.0
211.0,143.0,197.0,144.0
125.0,46.0,122.0,60.0
80.0,85.0,76.0,94.0
161.0,109.0,160.0,118.0
78.0,117.0,72.0,121.0
147.0,215.0,134.0,212.0
152.0,182.0,135.0,181.0
57.0,91.0,51.0,94.0
79.0,110.0,73.0,116.0
239.0,118.0,218.0,107.0
150.0,127.0,148.0,137.0
141.0,82.0,140.0,91.0
208.0,92.0,192.0,80.0
95.0,33.0,79.0,41.0
119.0,112.0,119.0,125.0
128.0,61.0,125.0,72.0
52.0,184.0,41.0,186.0
