x1,y1,x2,y2
156.0,91.0,166.0,99.0
148.0,109.0,155.0,115.0
100.0,187.0,105.0,196.0
138.0,145.0,144.0,154.0
115.0,75.0,122.0,84.0
95.0,172.0,100.0,183.0
119.0,174.0,122.0,184.0
103.0,151.0,109.0,162.0
98.0,83.0,103.0,95.0
102.0,160.0,107.0,172.0
219.0,186.0,223.0,166.0
128.0,130.0,131.0,140.0
234.0,190.0,237.0,172.0
155.0,184.0,160.0,187.0
167.0,88.0,184.0,89.0
140.0,134.0,147.0,144.0
106.0,33.0,101.0,46.0
110.0,197.0,116.0,206.0
53.0,142.0,62.0,130.0
112.0,124.0,118.0,136.0
110.0,110.0,117.0,121.0
129.0,76.0,135.0,85.0
142.0,160.0,148.0,167.0
55.0,135.0,64.0,123.0
125.0,145.0,132.0,151.0
211.0,226.0,212.0,216.0
