x1,y1,x2,y2
52.0,104.0,91.0,93.0
139.0,75.0,179.0,77.0
121.0,57.0,162.0,58.0
134.0,51.0,175.0,55.0
133.0,61.0,172.0,63.0
154.0,99.0,193.0,102.0
166.0,15.0,197.0,23.0
49.0,154.0,88.0,142.0
191.0,104.0,218.0,111.0
90.0,60.0,134.0,56.0
152.0,82.0,191.0,86.0
181.0,72.0,208.0,76.0
104.0,78.0,147.0,76.0
89.0,85.0,133.0,81.0
188.0,215.0,210.0,216.0
131.0,90.0,172.0,91.0
87.0,49.0,131.0,44.0
40.0,208.0,71.0,189.0
169.0,219.0,199.0,217.0
113.0,97.0,157.0,95.0
175.0,54.0,202.0,57.0
122.0,206.0,159.0,201.0
97.0,70.0,141.0,66.0
119.0,218.0,159.0,212.0
217.0,104.0,242.0,114.0
133.0,165.0,172.0,163.0
24.0,196.0,58.0,176.0
115.0,46.0,157.0,47.0
116.0,163.0,158.0,159.0
124.0,69.0,163.0,65.0
86.0,148.0,127.0,145.0
50.0,205.0,81.0,189.0
190.0,192.0,214.0,196.0
31.0,101.0,71.0,87.0
42.0,93.0,81.0,80.0
152.0,13.0,185.0,23.0
69.0,227.0,99.0,210.0
200.0,223.0,222.0,226.0
48.0,129.0,87.0,117.0
16.0,36.0,58.0,21.0
60.0,224.0,91.0,208.0
50.0,27.0,86.0,17.0
108.0,217.0,143.0,210.0
23.0,220.0,54.0,198.0
34.0,222.0,65.0,200.0
125.0,36.0,166.0,36.0
33.0,176.0,69.0,161.0
185.0,125.0,216.0,134.0
202.0,75.0,228.0,84.0
147.0,54.0,183.0,60.0
61.0,160.0,102.0,148.0
205.0,124.0,230.0,131.0
65.0,56.0,110.0,49.0
17.0,189.0,51.0,167.0
177.0,64.0,206.0,70.0
81.0,68.0,125.0,63.0
141.0,128.0,182.0,129.0
115.0,81.0,156.0,80.0
33.0,58.0,66.0,50.0
144.0,161.0,182.0,161.0
56.0,114.0,100.0,101.0
179.0,202.0,208.0,205.0
190.0,58.0,219.0,68.0
112.0,30.0,153.0,32.0
11.0,233.0,44.0,208.0
8.0,178.0,43.0,155.0
55.0,244.0,86.0,226.0
50.0,193.0,86.0,183.0
83.0,237.0,112.0,223.0
52.0,217.0,82.0,200.0
39.0,54.0,75.0,43.0
