x1,y1,x2,y2
126.0,88.0,84.0,58.0
132.0,126.0,99.0,90.0
185.0,230.0,173.0,180.0
180.0,73.0,128.0,37.0
162.0,65.0,109.0,31.0
166.0,239.0,159.0,189.0
103.0,76.0,60.0,51.0
145.0,153.0,118.0,112.0
193.0,137.0,157.0,91.0
172.0,90.0,126.0,49.0
180.0,131.0,143.0,88.0
197.0,127.0,159.0,82.0
172.0,162.0,145.0,116.0
209.0,138.0,171.0,89.0
196.0,100.0,149.0,57.0
129.0,98.0,88.0,65.0
140.0,235.0,134.0,190.0
89.0,107.0,55.0,80.0
99.0,16.0,105.0,12.0
160.0,116.0,122.0,76.0
143.0,68.0,94.0,38.0
28.0,207.0,16.0,193.0
120.0,239.0,117.0,196.0
150.0,143.0,120.0,102.0
113.0,95.0,74.0,64.0
181.0,210.0,166.0,158.0
131.0,148.0,103.0,108.0
143.0,122.0,105.0,85.0
228.0,156.0,190.0,103.0
180.0,113.0,128.0,69.0
128.0,168.0,107.0,129.0
152.0,81.0,109.0,48.0
178.0,120.0,141.0,77.0
26.0,160.0,8.0,148.0
144.0,91.0,100.0,58.0
129.0,231.0,122.0,186.0
87.0,87.0,46.0,63.0
163.0,154.0,139.0,110.0
120.0,128.0,85.0,90.0
139.0,103.0,98.0,68.0
131.0,201.0,115.0,159.0
