x1,y1,x2,y2
105.0,96.0,111.0,112.0
91.0,123.0,95.0,146.0
88.0,145.0,88.0,164.0
144.0,158.0,160.0,195.0
26.0,146.0,10.0,127.0
98.0,91.0,105.0,105.0
61.0,72.0,49.0,64.0
133.0,99.0,148.0,123.0
139.0,75.0,152.0,93.0
123.0,87.0,136.0,106.0
162.0,72.0,183.0,95.0
140.0,105.0,156.0,130.0
117.0,129.0,129.0,160.0
62.0,195.0,67.0,216.0
131.0,90.0,144.0,109.0
133.0,167.0,145.0,207.0
69.0,127.0,83.0,156.0
157.0,121.0,176.0,153.0
72.0,182.0,76.0,198.0
126.0,157.0,137.0,191.0
55.0,189.0,48.0,201.0
113.0,101.0,122.0,119.0
139.0,95.0,153.0,118.0
