x1,y1,x2,y2
143.0,200.0,149.0,221.0
134.0,195.0,141.0,215.0
213.0,117.0,207.0,117.0
146.0,189.0,150.0,209.0
93.0,213.0,96.0,247.0
129.0,205.0,135.0,230.0
110.0,213.0,115.0,243.0
196.0,191.0,208.0,201.0
206.0,150.0,206.0,151.0
182.0,166.0,185.0,171.0
170.0,87.0,148.0,89.0
125.0,50.0,86.0,57.0
124.0,196.0,128.0,221.0
196.0,101.0,183.0,100.0
160.0,112.0,147.0,120.0
174.0,108.0,158.0,112.0
162.0,209.0,173.0,227.0
187.0,97.0,171.0,97.0
207.0,72.0,188.0,67.0
58.0,159.0,43.0,196.0
190.0,134.0,186.0,137.0
211.0,91.0,196.0,87.0
115.0,202.0,118.0,229.0
82.0,52.0,37.0,67.0
214.0,131.0,210.0,128.0
95.0,42.0,50.0,55.0
90.0,81.0,56.0,99.0
121.0,69.0,89.0,79.0
198.0,220.0,217.0,234.0
141.0,20.0,95.0,14.0
136.0,71.0,103.0,78.0
207.0,140.0,207.0,141.0
148.0,92.0,128.0,101.0
90.0,109.0,62.0,129.0
158.0,88.0,139.0,96.0
186.0,108.0,175.0,112.0
182.0,32.0,150.0,27.0
136.0,35.0,96.0,35.0
190.0,220.0,207.0,235.0
94.0,71.0,61.0,86.0
201.0,141.0,199.0,143.0
188.0,169.0,194.0,178.0
209.0,212.0,229.0,224.0
184.0,206.0,196.0,222.0
185.0,229.0,205.0,246.0
190.0,79.0,171.0,76.0
84.0,72.0,44.0,92.0
172.0,194.0,182.0,208.0
195.0,24.0,161.0,18.0
93.0,191.0,80.0,220.0
138.0,220.0,149.0,244.0
110.0,19.0,60.0,19.0
79.0,210.0,70.0,242.0
118.0,207.0,123.0,236.0
