x1,y1,x2,y2
45.0,54.0,38.0,76.0
65.0,40.0,55.0,58.0
49.0,201.0,62.0,220.0
184.0,117.0,184.0,110.0
59.0,95.0,60.0,110.0
38.0,194.0,53.0,215.0
57.0,42.0,46.0,63.0
72.0,156.0,83.0,169.0
141.0,230.0,160.0,231.0
196.0,117.0,196.0,106.0
225.0,34.0,217.0,13.0
170.0,25.0,163.0,18.0
98.0,210.0,113.0,219.0
118.0,215.0,136.0,220.0
205.0,136.0,209.0,125.0
85.0,14.0,69.0,27.0
59.0,120.0,64.0,137.0
52.0,224.0,71.0,243.0
210.0,32.0,204.0,15.0
190.0,103.0,190.0,95.0
61.0,115.0,65.0,132.0
235.0,78.0,242.0,62.0
63.0,108.0,66.0,122.0
174.0,103.0,168.0,97.0
134.0,39.0,120.0,40.0
214.0,84.0,215.0,65.0
155.0,57.0,144.0,57.0
