x1,y1,x2,y2
78.0,160.0,109.0,120.0
76.0,110.0,111.0,69.0
82.0,129.0,113.0,90.0
128.0,186.0,157.0,141.0
119.0,227.0,147.0,182.0
92.0,106.0,128.0,65.0
88.0,146.0,120.0,106.0
93.0,200.0,128.0,146.0
171.0,97.0,201.0,60.0
61.0,228.0,91.0,180.0
128.0,131.0,162.0,89.0
38.0,145.0,73.0,106.0
102.0,104.0,137.0,64.0
118.0,118.0,150.0,79.0
114.0,107.0,146.0,68.0
141.0,172.0,171.0,129.0
65.0,120.0,100.0,80.0
106.0,186.0,136.0,134.0
106.0,196.0,137.0,143.0
133.0,240.0,159.0,193.0
52.0,146.0,85.0,106.0
114.0,243.0,140.0,195.0
177.0,61.0,211.0,26.0
91.0,187.0,118.0,141.0
90.0,218.0,120.0,169.0
128.0,122.0,161.0,80.0
50.0,170.0,85.0,125.0
170.0,54.0,204.0,21.0
81.0,207.0,111.0,159.0
28.0,209.0,62.0,166.0
98.0,177.0,129.0,132.0
117.0,214.0,145.0,168.0
88.0,173.0,119.0,131.0
124.0,174.0,153.0,131.0
148.0,140.0,180.0,100.0
158.0,54.0,193.0,19.0
204.0,85.0,236.0,50.0
135.0,113.0,168.0,73.0
143.0,188.0,168.0,143.0
72.0,170.0,105.0,128.0
138.0,105.0,171.0,64.0
24.0,140.0,60.0,103.0
225.0,170.0,247.0,142.0
129.0,156.0,162.0,111.0
100.0,130.0,134.0,88.0
198.0,76.0,230.0,39.0
151.0,104.0,185.0,67.0
136.0,136.0,167.0,96.0
150.0,133.0,181.0,91.0
66.0,183.0,97.0,140.0
164.0,111.0,196.0,73.0
47.0,228.0,79.0,181.0
91.0,117.0,125.0,77.0
158.0,215.0,186.0,170.0
46.0,243.0,75.0,196.0
151.0,173.0,180.0,129.0
135.0,54.0,173.0,19.0
27.0,80.0,65.0,43.0
137.0,70.0,175.0,32.0
