x1,y1,x2,y2,x2_,y2_
211.0,206.0,240.0,174.0,247.42784442423363,186.45142429601128
170.0,155.0,181.0,139.0,184.55601150357637,143.91283842872522
181.0,172.0,198.0,151.0,202.48538967255155,158.9455894590118
59.0,103.0,48.0,128.0,41.88184386063578,122.68002178795805
245.0,121.0,245.0,80.0,258.8370984321227,82.81136368272874
184.0,123.0,183.0,102.0,190.21381483331203,104.51144902279592
70.0,28.0,33.0,53.0,30.375056558105605,37.3121182440384
235.0,119.0,234.0,81.0,246.84255860906464,83.82832495187816
181.0,230.0,218.0,207.0,221.0429770434609,222.241649508225
199.0,112.0,195.0,86.0,203.7262069266451,87.70764779684788
176.0,99.0,166.0,83.0,173.45111474885923,80.87964312255727
195.0,159.0,207.0,133.0,214.22240265827475,140.27912387569282
26.0,113.0,19.0,150.0,7.611171933459733,144.15176288678808
104.0,52.0,76.0,63.0,76.65977648718636,52.62500566766252
213.0,74.0,196.0,46.0,207.46425983870043,41.75839770955767
192.0,168.0,208.0,143.0,213.6956413796458,151.0608015059626
111.0,169.0,126.0,174.0,122.04314574396699,178.06874352480517
200.0,96.0,190.0,71.0,199.74233478121414,69.9267073113596
92.0,132.0,92.0,144.0,88.63090110232586,143.76943211491533
173.0,75.0,156.0,61.0,162.36572617298873,55.64804520758505
111.0,63.0,88.0,71.0,88.12755503161543,62.38972202878285
200.0,51.0,174.0,28.0,185.34420664861207,20.817687604619238
186.0,101.0,177.0,81.0,185.44565457191726,79.86268185340782
63.0,118.0,58.0,142.0,51.223069111702316,137.76985887855392
97.0,124.0,95.0,136.0,91.74854538733446,133.43914145931876
163.0,119.0,161.0,106.0,165.0892728854795,106.86532996404149
166.0,89.0,153.0,75.0,158.89690770222748,73.16611335043591
78.0,55.0,51.0,75.0,48.097631851398525,64.21785828475359
139.0,175.0,156.0,170.0,155.75584820930035,175.6577765232503
105.0,85.0,89.0,94.0,88.35386608614434,88.31833040955
76.0,93.0,63.0,112.0,57.98512655994069,106.32761513627545
161.0,221.0,195.0,205.0,195.4541053826113,218.8190151457296
127.0,158.0,138.0,157.0,136.69100013901652,160.94498389591044
86.0,8.0,42.0,27.0,42.143285326634704,10.366556193714029
60.0,30.0,23.0,57.0,19.66034274724221,42.69432503382322
184.0,87.0,171.0,69.0,178.69531232723037,65.22423933707738
176.0,121.0,169.0,98.0,180.4901996136869,104.88849348605191
182.0,209.0,213.0,178.0,215.45931288329638,199.00415212194247
186.0,111.0,182.0,90.0,188.64523860138436,90.7757956549963
240.0,104.0,234.0,64.0,247.72049407344628,65.85886223476189
143.0,228.0,179.0,219.0,177.255492772342,232.21744605988238
167.0,54.0,141.0,42.0,148.833825900809,34.6502490423373
241.0,51.0,216.0,13.0,231.89816101898694,7.6993930838040185
216.0,59.0,193.0,30.0,206.07127069964912,24.428844198742617
194.0,222.0,229.0,195.0,233.24431974220118,209.35169922864696
63.0,53.0,35.0,78.0,30.42577292016599,66.83461156863659
47.0,30.0,11.0,62.0,4.899332824928223,46.85378427213048
100.0,160.0,111.0,168.0,106.6734347985655,171.76648353578938
22.0,157.0,31.0,194.0,17.147492456249243,193.44930482515645
182.0,162.0,196.0,141.0,200.4212679448009,147.7125172544766
95.0,24.0,57.0,40.0,57.48178048923026,24.947912649735176
85.0,32.0,50.0,51.0,48.686824695639366,36.877987720473094
86.0,118.0,82.0,132.0,77.33870965077311,130.41081561077954
126.0,182.0,145.0,181.0,143.23453950802116,187.4564154226695
89.0,61.0,64.0,77.0,62.50746758795988,67.24618413329283
77.0,18.0,37.0,40.0,35.123708640653696,24.15929562182294
237.0,141.0,244.0,101.0,256.1525680773252,107.19726610907159
149.0,86.0,134.0,80.0,138.63417336420753,75.33147206005347
95.0,196.0,119.0,205.0,112.51462579606486,212.65348523624147
75.0,39.0,43.0,60.0,39.57191049910175,47.71675141105216
86.0,104.0,77.0,120.0,72.85929200951914,115.13245628855566
117.0,143.0,122.0,147.0,120.53700107765121,147.77489722299484
63.0,142.0,67.0,164.0,58.90207078242343,163.96133960195849
25.0,130.0,23.0,167.0,11.915002481837375,163.0240223520274
47.0,169.0,60.0,197.0,49.3735508345213,198.54608131339478
201.0,66.0,180.0,42.0,191.27904499452922,36.867407503647456
128.0,233.0,166.0,229.0,161.82335026132864,242.4733790048773
177.0,242.0,220.0,222.0,220.3406286719556,236.61721968191802
43.0,122.0,39.0,152.0,29.793656689159967,148.53427245812358
94.0,18.0,53.0,34.0,54.42656776983352,18.720002771728822
198.0,36.0,166.0,13.0,178.27390600097846,5.087933708129938
187.0,73.0,170.0,49.0,177.62228159112576,48.98600480601337
160.0,233.0,198.0,218.0,198.15814391625537,232.2347101105825
181.0,105.0,172.0,87.0,181.0481766751218,85.82771938877679
211.0,65.0,190.0,37.0,202.3137096087471,32.57651209402148
90.0,71.0,69.0,87.0,66.84251391914346,77.83934713152682
91.0,154.0,101.0,168.0,94.53452366543709,168.0982408813567
53.0,54.0,25.0,83.0,19.391108305948094,71.12550697826256
190.0,231.0,229.0,207.0,231.58209616185576,220.45333526186343
120.0,203.0,144.0,204.0,143.14089215960337,212.29370482368557
95.0,159.0,106.0,169.0,100.67616488703649,172.2749641703641
52.0,17.0,11.0,47.0,6.4171850952032585,31.06694431533191
180.0,59.0,158.0,42.0,165.19462783785656,35.94734670482428
118.0,105.0,109.0,109.0,109.51404406739259,105.98509877441968
100.0,104.0,91.0,114.0,88.75576423354958,110.65303864730167
181.0,82.0,164.0,64.0,173.6891334073474,60.72755764512327
204.0,42.0,175.0,17.0,187.00643022895747,9.716051571402758
24.0,97.0,12.0,135.0,0.22091288287940358,127.33069761013991
