x1,y1,x2,y2,x2_,y2_
41.0,123.0,50.0,152.0,39.814965440447615,149.751505374988
59.0,166.0,79.0,191.0,71.41740339438648,193.85499444390143
44.0,13.0,15.0,34.0,7.879797600527176,21.355607156658053
98.0,127.0,101.0,137.0,97.92438552722487,136.2874213580601
139.0,25.0,103.0,16.0,106.42224997958397,5.094538348410705
123.0,110.0,118.0,111.0,117.45616042089527,108.65374261990041
147.0,151.0,152.0,146.0,154.4066643323872,148.53498656744225
104.0,155.0,116.0,164.0,112.79791095460797,166.82245944858852
100.0,73.0,85.0,79.0,82.77290796757225,73.08929411794445
69.0,137.0,79.0,157.0,72.18127532007439,157.08113899552976
227.0,120.0,213.0,86.0,224.33820830628184,87.21788198333923
88.0,70.0,73.0,80.0,69.85418226878538,73.42375338448255
165.0,188.0,181.0,179.0,184.10400887244163,185.68701291430193
58.0,175.0,82.0,202.0,73.27786193255945,204.59969269657455
81.0,204.0,112.0,225.0,105.42099743362876,230.89553436858176
103.0,169.0,119.0,180.0,116.24594733768463,183.3600369699796
73.0,157.0,89.0,177.0,82.52031303030412,178.9825937944787
148.0,175.0,162.0,171.0,163.0242195705787,176.0232914883078
149.0,192.0,169.0,188.0,169.41916582590505,195.40156543296817
54.0,86.0,48.0,108.0,41.03024996265854,102.7564963897253
143.0,40.0,112.0,30.0,115.17370984490996,21.203113878641684
144.0,132.0,143.0,128.0,145.38232377379194,127.47459205325615
118.0,147.0,126.0,152.0,124.21832855991413,153.10863465290936
106.0,195.0,130.0,206.0,127.49289687914508,212.53046246037087
135.0,78.0,118.0,73.0,119.26184880494839,67.76912847233646
111.0,210.0,141.0,220.0,137.2415383271248,228.32152242162107
108.0,100.0,101.0,105.0,99.32328099128205,101.83071761717558
112.0,31.0,82.0,31.0,81.40343306222574,20.61891383335231
35.0,72.0,27.0,100.0,17.638581926507456,92.56923024794906
58.0,195.0,89.0,223.0,79.62817331217428,227.77120977144648
245.0,83.0,217.0,42.0,230.53940074176137,38.635295153172834
70.0,202.0,102.0,226.0,93.81696888647632,232.07105391988273
29.0,147.0,46.0,182.0,35.46916010414078,181.3675202921954
239.0,92.0,215.0,52.0,227.41395136666574,50.96757125074964
37.0,88.0,34.0,116.0,24.71319419550678,110.4714127698851
236.0,79.0,207.0,40.0,220.29470422195493,36.858631859025124
23.0,139.0,38.0,175.0,26.945946056372524,174.0040068761311
117.0,79.0,102.0,80.0,101.63008828656996,74.64298456773341
127.0,24.0,93.0,17.0,94.13854781916636,7.746149322436011
75.0,148.0,87.0,167.0,81.65703607478487,167.92037997282486
88.0,133.0,95.0,146.0,89.8576631145721,146.4140397699213
100.0,44.0,75.0,49.0,73.56495646713074,39.490586759787966
70.0,212.0,104.0,236.0,96.99212457628374,243.6568124573187
147.0,87.0,131.0,78.0,134.08566791761973,74.38612432825991
72.0,52.0,53.0,67.0,48.183996704672495,57.6496295211975
169.0,44.0,136.0,25.0,142.37049326982967,17.582012500116782
170.0,136.0,168.0,122.0,172.57910719871163,123.85349067473123
57.0,46.0,38.0,65.0,31.321171951390028,55.460907933447054
107.0,55.0,85.0,58.0,84.03789880449494,50.01231216810231
60.0,19.0,32.0,35.0,25.73979633687115,23.22681317542774
83.0,212.0,116.0,232.0,109.95548515078212,239.52911006056905
133.0,41.0,103.0,35.0,105.51940958735351,25.536845422192705
167.0,88.0,149.0,73.0,154.34681513967487,69.19438880238867
37.0,26.0,13.0,51.0,5.027228918700775,38.63970223818998
77.0,74.0,65.0,87.0,60.15524713551743,81.5507280582451
23.0,96.0,24.0,130.0,13.29277659020062,124.18523756556426
46.0,66.0,35.0,90.0,26.70248592181393,82.12510386669933
24.0,162.0,47.0,198.0,35.245985725583296,200.33373594325303
113.0,163.0,127.0,170.0,124.31266975033739,173.2334261577106
125.0,173.0,140.0,178.0,139.45400443198946,181.00899786737767
54.0,214.0,91.0,243.0,81.67224279219349,251.05421326849773
104.0,147.0,113.0,155.0,110.25778640276204,157.55385261863975
75.0,23.0,46.0,36.0,41.96758995219214,23.098383055690995
123.0,121.0,122.0,122.0,120.94883167968344,121.39807701107996
132.0,161.0,143.0,161.0,142.6240962823888,164.88347863958933
29.0,116.0,36.0,149.0,25.62617746573777,145.45166122655172
43.0,172.0,66.0,203.0,57.3675914858114,205.8866986700549
155.0,142.0,155.0,135.0,159.52647687279028,135.56767933190395
178.0,147.0,179.0,132.0,184.04923111872955,134.05770051406486
41.0,110.0,45.0,138.0,35.687263043697975,134.69001927632124
139.0,69.0,117.0,61.0,120.3929350147366,56.071883512721136
14.0,95.0,15.0,132.0,4.000626777336377,125.88430183264734
132.0,97.0,121.0,94.0,122.30309986762133,90.73461640040699
93.0,186.0,116.0,201.0,111.67189618382005,206.23098217342815
63.0,77.0,53.0,95.0,47.14724408571534,89.47167358520628
83.0,141.0,93.0,156.0,87.41187975314945,157.27022444477376
94.0,95.0,87.0,104.0,83.77516098922624,100.48305631418799
192.0,41.0,155.0,15.0,164.35312296392303,6.803426852328933
147.0,29.0,112.0,17.0,115.66976491673668,7.188717211539156
42.0,41.0,22.0,65.0,14.775870366680515,54.43076219944022
46.0,140.0,60.0,168.0,50.19863802638883,167.8597246433176
107.0,223.0,140.0,235.0,137.38051439325957,244.65307079621078
187.0,58.0,157.0,34.0,164.76497972332703,28.08679421087377
213.0,125.0,202.0,96.0,211.96524399403347,97.45597921778759
173.0,64.0,147.0,45.0,152.70953098005938,39.48347489865793
77.0,181.0,101.0,200.0,94.1294130164568,205.51835200840205
69.0,182.0,94.0,206.0,86.46947592420779,209.21705241399155
92.0,147.0,103.0,160.0,98.29160741091738,161.36403944640867
138.0,216.0,166.0,218.0,166.07054207225192,226.70005718160263
50.0,100.0,49.0,127.0,41.48674159777404,120.24662061805861
172.0,71.0,148.0,53.0,153.93495838027087,47.911021443843836
51.0,35.0,29.0,56.0,21.845411196679546,44.62166695615195
77.0,140.0,86.0,157.0,81.1112746882464,158.01674200491462
65.0,147.0,77.0,169.0,71.36770467926694,169.93695980888867
74.0,101.0,72.0,118.0,65.73662275003628,113.78482281626441
10.0,132.0,24.0,173.0,11.759976499008964,170.02167829667556
85.0,18.0,53.0,24.0,50.351827933825646,14.130348097165621
154.0,43.0,122.0,29.0,127.09525396104311,21.186170181084304
157.0,131.0,155.0,121.0,158.02816877930957,122.1883138027629
79.0,131.0,85.0,147.0,80.24799773272714,146.95452818326078
118.0,92.0,107.0,93.0,106.75497226597332,89.3869550974194
223.0,103.0,204.0,69.0,214.95171730299435,68.79215474562106
112.0,124.0,112.0,129.0,110.93238097743473,128.3664758310989
131.0,137.0,134.0,137.0,134.00654104419726,137.39517371872378
34.0,159.0,55.0,192.0,44.26525484517828,193.68285269221482
60.0,155.0,78.0,180.0,68.92191371825204,180.79314448374117
53.0,57.0,38.0,79.0,30.825116879563307,69.47530460054956
81.0,64.0,66.0,77.0,60.9688177763249,68.69490724488618
120.0,100.0,111.0,101.0,111.2894599831267,98.02053078940669
11.0,75.0,8.0,112.0,-5.341229350239601,103.66533146471765
130.0,181.0,149.0,184.0,146.9800444966962,188.6900268524227
244.0,110.0,225.0,70.0,238.11513952158768,70.23435877323065
74.0,172.0,97.0,193.0,88.28022814766895,196.0437160316519
143.0,205.0,168.0,206.0,167.56377872673238,212.36814494551936
128.0,128.0,127.0,127.0,128.15735617540943,127.92053774197363
84.0,90.0,77.0,103.0,72.21576731778534,97.86533273527743
23.0,170.0,49.0,208.0,36.78892869477552,209.91985834218255
118.0,49.0,93.0,47.0,93.10180279980142,39.56818578685259
225.0,87.0,203.0,48.0,211.86583136460993,49.619909947762046
142.0,106.0,134.0,100.0,135.1325558149852,97.98664339429195
136.0,146.0,140.0,145.0,141.85008907829257,146.2347785575124
115.0,18.0,79.0,15.0,80.26727541343726,4.604881027743362
90.0,198.0,116.0,214.0,112.49053826362777,221.0864391252935
126.0,221.0,158.0,227.0,155.6919333257188,236.30312327808952
152.0,32.0,117.0,18.0,121.60821953694753,9.07686692786623
48.0,151.0,64.0,180.0,55.685672450484425,179.9690278965357
91.0,154.0,103.0,168.0,99.51703481112887,169.79158599159456
96.0,31.0,67.0,36.0,65.4485277397662,25.699162937044175
243.0,126.0,229.0,88.0,242.19820704262582,89.08908800210892
117.0,56.0,95.0,60.0,94.32723020001289,47.99573233203849
21.0,123.0,31.0,159.0,19.871333787373203,156.10181675460282
95.0,56.0,75.0,64.0,72.38923538163104,54.98107484961482
67.0,68.0,54.0,90.0,48.27833789509577,77.77442862559094
202.0,70.0,174.0,42.0,183.53289029090172,37.22697852067799
74.0,223.0,111.0,247.0,104.47352216568677,255.13108457257528
129.0,192.0,148.0,197.0,149.47553417283063,201.75187681258302
16.0,115.0,24.0,151.0,12.345301322258658,148.42078776955776
85.0,191.0,110.0,209.0,105.28202136749398,214.56398599399205
242.0,119.0,226.0,79.0,238.97841647710692,81.29657259488451
