source,target,M00,M01,M02,M10,M11,M12,image_path,keypoints
Dataset/synth_eye_rotate_train_2/img_0_original.png,Dataset/synth_eye_rotate_train_2/img_0_transformed_0_0.png,0.9997956065617389,-0.020217445433205288,0.0,0.020217445433205288,0.9997956065617389,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train_2/img_0_0_0_keypoints.csv
Dataset/synth_eye_rotate_train_2/img_0_original.png,Dataset/synth_eye_rotate_train_2/img_0_transformed_0_1.png,0.9997956065617389,0.020217445433205288,0.0,-0.020217445433205288,0.9997956065617389,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train_2/img_0_0_1_keypoints.csv
Dataset/synth_eye_rotate_train_2/img_0_original.png,Dataset/synth_eye_rotate_train_2/img_0_transformed_1_0.png,0.9938060264399154,-0.11112867232045061,0.0,0.11112867232045061,0.9938060264399154,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train_2/img_0_1_0_keypoints.csv
Dataset/synth_eye_rotate_train_2/img_0_original.png,Dataset/synth_eye_rotate_train_2/img_0_transformed_1_1.png,0.9938060264399154,0.11112867232045061,0.0,-0.11112867232045061,0.9938060264399154,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train_2/img_0_1_1_keypoints.csv
Dataset/synth_eye_rotate_train_2/img_0_original.png,Dataset/synth_eye_rotate_train_2/img_0_transformed_2_0.png,0.9914167145992266,-0.1307398103611731,0.0,0.1307398103611731,0.9914167145992266,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train_2/img_0_2_0_keypoints.csv
Dataset/synth_eye_rotate_train_2/img_0_original.png,Dataset/synth_eye_rotate_train_2/img_0_transformed_2_1.png,0.9914167145992266,0.1307398103611731,0.0,-0.1307398103611731,0.9914167145992266,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train_2/img_0_2_1_keypoints.csv
Dataset/synth_eye_rotate_train_2/img_1_original.png,Dataset/synth_eye_rotate_train_2/img_1_transformed_0_0.png,0.9975355956055976,-0.07016220848708839,0.0,0.07016220848708839,0.9975355956055976,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_rotate_train_2/img_1_0_0_keypoints.csv
Dataset/synth_eye_rotate_train_2/img_1_original.png,Dataset/synth_eye_rotate_train_2/img_1_transformed_0_1.png,0.9975355956055976,0.07016220848708839,0.0,-0.07016220848708839,0.9975355956055976,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_rotate_train_2/img_1_0_1_keypoints.csv
Dataset/synth_eye_rotate_train_2/img_1_original.png,Dataset/synth_eye_rotate_train_2/img_1_transformed_1_0.png,0.9992917596044738,-0.037629498888432616,0.0,0.037629498888432616,0.9992917596044738,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_rotate_train_2/img_1_1_0_keypoints.csv
Dataset/synth_eye_rotate_train_2/img_1_original.png,Dataset/synth_eye_rotate_train_2/img_1_transformed_1_1.png,0.9992917596044738,0.037629498888432616,0.0,-0.037629498888432616,0.9992917596044738,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_rotate_train_2/img_1_1_1_keypoints.csv
