source,target,M00,M01,M02,M10,M11,M12,image_path,keypoints
Dataset/synth_eye_rotate_train/img_0_original.png,Dataset/synth_eye_rotate_train/img_0_transformed_0_0.png,0.994681446,-0.102999129,0,0.102999129,0.994681446,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train/img_0_0_0_keypoints.csv
Dataset/synth_eye_rotate_train/img_0_original.png,Dataset/synth_eye_rotate_train/img_0_transformed_0_1.png,0.994681446,0.102999129,0,-0.102999129,0.994681446,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train/img_0_0_1_keypoints.csv
Dataset/synth_eye_rotate_train/img_0_original.png,Dataset/synth_eye_rotate_train/img_0_transformed_1_0.png,0.993968979,-0.109661613,0,0.109661613,0.993968979,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train/img_0_1_0_keypoints.csv
Dataset/synth_eye_rotate_train/img_0_original.png,Dataset/synth_eye_rotate_train/img_0_transformed_1_1.png,0.993968979,0.109661613,0,-0.109661613,0.993968979,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train/img_0_1_1_keypoints.csv
Dataset/synth_eye_rotate_train/img_0_original.png,Dataset/synth_eye_rotate_train/img_0_transformed_2.png,1,0,0,0,1,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_rotate_train/img_0_2_keypoints.csv
Dataset/synth_eye_rotate_train/img_1_original.png,Dataset/synth_eye_rotate_train/img_1_transformed_0_0.png,0.999995938,-0.002850107,0,0.002850107,0.999995938,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_rotate_train/img_1_0_0_keypoints.csv
Dataset/synth_eye_rotate_train/img_1_original.png,Dataset/synth_eye_rotate_train/img_1_transformed_0_1.png,0.999995938,0.002850107,0,-0.002850107,0.999995938,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_rotate_train/img_1_0_1_keypoints.csv
Dataset/synth_eye_rotate_train/img_1_original.png,Dataset/synth_eye_rotate_train/img_1_transformed_1_0.png,0.998747662,-0.050031058,0,0.050031058,0.998747662,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_rotate_train/img_1_1_0_keypoints.csv
Dataset/synth_eye_rotate_train/img_1_original.png,Dataset/synth_eye_rotate_train/img_1_transformed_1_1.png,0.998747662,0.050031058,0,-0.050031058,0.998747662,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_rotate_train/img_1_1_1_keypoints.csv
Dataset/synth_eye_rotate_train/img_1_original.png,Dataset/synth_eye_rotate_train/img_1_transformed_2.png,1,0,0,0,1,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_rotate_train/img_1_2_keypoints.csv
Dataset/synth_eye_rotate_train/img_2_original.png,Dataset/synth_eye_rotate_train/img_2_transformed_0_0.png,0.998785481,-0.049270312,0,0.049270312,0.998785481,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_rotate_train/img_2_0_0_keypoints.csv
Dataset/synth_eye_rotate_train/img_2_original.png,Dataset/synth_eye_rotate_train/img_2_transformed_0_1.png,0.998785481,0.049270312,0,-0.049270312,0.998785481,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_rotate_train/img_2_0_1_keypoints.csv
Dataset/synth_eye_rotate_train/img_2_original.png,Dataset/synth_eye_rotate_train/img_2_transformed_1_0.png,0.993706569,-0.112014528,0,0.112014528,0.993706569,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_rotate_train/img_2_1_0_keypoints.csv
Dataset/synth_eye_rotate_train/img_2_original.png,Dataset/synth_eye_rotate_train/img_2_transformed_1_1.png,0.993706569,0.112014528,0,-0.112014528,0.993706569,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_rotate_train/img_2_1_1_keypoints.csv
Dataset/synth_eye_rotate_train/img_2_original.png,Dataset/synth_eye_rotate_train/img_2_transformed_2.png,1,0,0,0,1,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_rotate_train/img_2_2_keypoints.csv
Dataset/synth_eye_rotate_train/img_3_original.png,Dataset/synth_eye_rotate_train/img_3_transformed_0_0.png,0.996536843,-0.083152392,0,0.083152392,0.996536843,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_rotate_train/img_3_0_0_keypoints.csv
Dataset/synth_eye_rotate_train/img_3_original.png,Dataset/synth_eye_rotate_train/img_3_transformed_0_1.png,0.996536843,0.083152392,0,-0.083152392,0.996536843,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_rotate_train/img_3_0_1_keypoints.csv
Dataset/synth_eye_rotate_train/img_3_original.png,Dataset/synth_eye_rotate_train/img_3_transformed_1_0.png,0.998188131,-0.06017022,0,0.06017022,0.998188131,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_rotate_train/img_3_1_0_keypoints.csv
Dataset/synth_eye_rotate_train/img_3_original.png,Dataset/synth_eye_rotate_train/img_3_transformed_1_1.png,0.998188131,0.06017022,0,-0.06017022,0.998188131,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_rotate_train/img_3_1_1_keypoints.csv
Dataset/synth_eye_rotate_train/img_3_original.png,Dataset/synth_eye_rotate_train/img_3_transformed_2.png,1,0,0,0,1,0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_rotate_train/img_3_2_keypoints.csv
