source,target,M00,M01,M02,M10,M11,M12,image_path,keypoints
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_0_0_0.png,0.925504533,0.297396563,0,-0.297396563,0.913025747,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_0_0_0_keypoints.csv
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_0_0_1.png,0.925504533,-0.297396563,0,0.297396563,0.913025747,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_0_0_1_keypoints.csv
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_0_1_0.png,0.984927952,0.297396563,0,-0.297396563,0.998389462,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_0_1_0_keypoints.csv
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_0_1_1.png,0.984927952,-0.297396563,0,0.297396563,0.998389462,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_0_1_1_keypoints.csv
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_0_2_0.png,0.925504533,0.297396563,0,-0.297396563,0.998389462,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_0_2_0_keypoints.csv
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_0_2_1.png,0.925504533,-0.297396563,0,0.297396563,0.998389462,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_0_2_1_keypoints.csv
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_0_3_0.png,0.984927952,0.297396563,0,-0.297396563,0.913025747,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_0_3_0_keypoints.csv
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_0_3_1.png,0.984927952,-0.297396563,0,0.297396563,0.913025747,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_0_3_1_keypoints.csv
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_1_0_0.png,0.845445098,0.010479455,0,-0.010479455,0.863884576,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_1_0_0_keypoints.csv
Dataset/synth_eye_shear_train/img_0_original.png,Dataset/synth_eye_shear_train/img_0_transformed_1_0_1.png,0.845445098,-0.010479455,0,0.010479455,0.863884576,0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_shear_train/img_0_1_0_1_keypoints.csv
