source,target,M00,M01,M02,M10,M11,M12,image_path,keypoints
Dataset/synth_eye_easy_train/img_0_original.png,Dataset/synth_eye_easy_train/img_0_transformed_0.png,1.0,0.0,0.012705607112014239,0.0,1.0,-0.016938996114938674,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train/img_0_0_keypoints.csv
Dataset/synth_eye_easy_train/img_0_original.png,Dataset/synth_eye_easy_train/img_0_transformed_1.png,1.0,0.0,0.022007128959559724,0.0,1.0,-0.04780799166581789,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train/img_0_1_keypoints.csv
Dataset/synth_eye_easy_train/img_0_original.png,Dataset/synth_eye_easy_train/img_0_transformed_2.png,1.0,0.0,0.03082056108483759,0.0,1.0,0.034355638437121236,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train/img_0_2_keypoints.csv
Dataset/synth_eye_easy_train/img_0_original.png,Dataset/synth_eye_easy_train/img_0_transformed_3.png,1.0,0.0,-0.025856844283234915,0.0,1.0,-0.048975074018238474,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train/img_0_3_keypoints.csv
Dataset/synth_eye_easy_train/img_0_original.png,Dataset/synth_eye_easy_train/img_0_transformed_4.png,1.0,0.0,0.0,0.0,1.0,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train/img_0_4_keypoints.csv
Dataset/synth_eye_easy_train/img_1_original.png,Dataset/synth_eye_easy_train/img_1_transformed_0.png,1.0,0.0,0.048781281890656544,0.0,1.0,0.04549191890099784,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train/img_1_0_keypoints.csv
Dataset/synth_eye_easy_train/img_1_original.png,Dataset/synth_eye_easy_train/img_1_transformed_1.png,1.0,0.0,-0.032727447015943024,0.0,1.0,0.049908196179435135,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train/img_1_1_keypoints.csv
Dataset/synth_eye_easy_train/img_1_original.png,Dataset/synth_eye_easy_train/img_1_transformed_2.png,1.0,0.0,0.045504615908251875,0.0,1.0,0.040218791220379316,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train/img_1_2_keypoints.csv
Dataset/synth_eye_easy_train/img_1_original.png,Dataset/synth_eye_easy_train/img_1_transformed_3.png,1.0,0.0,0.022433125177341598,0.0,1.0,-0.030783627245158818,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train/img_1_3_keypoints.csv
Dataset/synth_eye_easy_train/img_1_original.png,Dataset/synth_eye_easy_train/img_1_transformed_4.png,1.0,0.0,0.0,0.0,1.0,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train/img_1_4_keypoints.csv
Dataset/synth_eye_easy_train/img_2_original.png,Dataset/synth_eye_easy_train/img_2_transformed_0.png,1.0,0.0,0.006865335716334853,0.0,1.0,-0.04999197167299955,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_easy_train/img_2_0_keypoints.csv
Dataset/synth_eye_easy_train/img_2_original.png,Dataset/synth_eye_easy_train/img_2_transformed_1.png,1.0,0.0,0.008760726810179573,0.0,1.0,0.04443518409910811,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_easy_train/img_2_1_keypoints.csv
Dataset/synth_eye_easy_train/img_2_original.png,Dataset/synth_eye_easy_train/img_2_transformed_2.png,1.0,0.0,0.037603519555337,0.0,1.0,0.04973008239733677,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_easy_train/img_2_2_keypoints.csv
Dataset/synth_eye_easy_train/img_2_original.png,Dataset/synth_eye_easy_train/img_2_transformed_3.png,1.0,0.0,-0.0025922867642938635,0.0,1.0,-0.023219398532889093,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_easy_train/img_2_3_keypoints.csv
Dataset/synth_eye_easy_train/img_2_original.png,Dataset/synth_eye_easy_train/img_2_transformed_4.png,1.0,0.0,0.0,0.0,1.0,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b2.jpg,Dataset/synth_eye_easy_train/img_2_4_keypoints.csv
Dataset/synth_eye_easy_train/img_3_original.png,Dataset/synth_eye_easy_train/img_3_transformed_0.png,1.0,0.0,-0.01915872123844612,0.0,1.0,0.023901837298980905,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_easy_train/img_3_0_keypoints.csv
Dataset/synth_eye_easy_train/img_3_original.png,Dataset/synth_eye_easy_train/img_3_transformed_1.png,1.0,0.0,-0.012005677970886086,0.0,1.0,-0.02839798055032723,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_easy_train/img_3_1_keypoints.csv
Dataset/synth_eye_easy_train/img_3_original.png,Dataset/synth_eye_easy_train/img_3_transformed_2.png,1.0,0.0,0.01873919084018548,0.0,1.0,-0.0008626262208513563,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_easy_train/img_3_2_keypoints.csv
Dataset/synth_eye_easy_train/img_3_original.png,Dataset/synth_eye_easy_train/img_3_transformed_3.png,1.0,0.0,-0.02380385733462318,0.0,1.0,0.02414846689013951,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_easy_train/img_3_3_keypoints.csv
Dataset/synth_eye_easy_train/img_3_original.png,Dataset/synth_eye_easy_train/img_3_transformed_4.png,1.0,0.0,0.0,0.0,1.0,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Rb/2011248_20161215__R_b3.jpg,Dataset/synth_eye_easy_train/img_3_4_keypoints.csv
Dataset/synth_eye_easy_train/img_4_original.png,Dataset/synth_eye_easy_train/img_4_transformed_0.png,1.0,0.0,0.024306317664894495,0.0,1.0,0.031061160258130355,Dataset/Dataset-processed/15-12-2559/2011248/Rc/2011248_20161215__R_c1.jpg,Dataset/synth_eye_easy_train/img_4_0_keypoints.csv
Dataset/synth_eye_easy_train/img_4_original.png,Dataset/synth_eye_easy_train/img_4_transformed_1.png,1.0,0.0,-0.01879463574084137,0.0,1.0,-0.005540261198442739,Dataset/Dataset-processed/15-12-2559/2011248/Rc/2011248_20161215__R_c1.jpg,Dataset/synth_eye_easy_train/img_4_1_keypoints.csv
