source,target,M00,M01,M02,M10,M11,M12,image_path,keypoints
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_0.png,1.0,0.0,0.0,0.0,1.0,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_0_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_1.png,1.0,0.0,-0.10684898046980025,0.0,1.0,-0.11904164731957274,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_1_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_2.png,1.0,0.0,-0.19552376393162185,0.0,1.0,-0.19110874105301817,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_2_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_3.png,1.0,0.0,0.08919965675897024,0.0,1.0,0.1654783745954425,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_3_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_4.png,1.0,0.0,-0.07812214758240309,0.0,1.0,0.19880191317272938,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_4_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_5.png,1.0,0.0,-0.009358173290379856,0.0,1.0,-0.041282039691201255,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_5_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_6.png,1.0,0.0,0.17549599827670392,0.0,1.0,-0.04349510776067089,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_6_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_7.png,1.0,0.0,0.10603955921266012,0.0,1.0,0.052732133849939244,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_7_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_8.png,1.0,0.0,0.08243982366061375,0.0,1.0,-0.06259128701159175,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_8_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_0_original.png,Dataset/synth_eye_easy_train_2000/img_0_transformed_9.png,1.0,0.0,-0.05206703857975975,0.0,1.0,0.13741576815959905,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_easy_train_2000/img_0_9_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_1_original.png,Dataset/synth_eye_easy_train_2000/img_1_transformed_0.png,1.0,0.0,0.0,0.0,1.0,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train_2000/img_1_0_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_1_original.png,Dataset/synth_eye_easy_train_2000/img_1_transformed_1.png,1.0,0.0,-0.009746961021891376,0.0,1.0,0.10921988879819222,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train_2000/img_1_1_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_1_original.png,Dataset/synth_eye_easy_train_2000/img_1_transformed_2.png,1.0,0.0,0.06950809612998532,0.0,1.0,-0.04907333071378073,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train_2000/img_1_2_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_1_original.png,Dataset/synth_eye_easy_train_2000/img_1_transformed_3.png,1.0,0.0,-0.14468827709623433,0.0,1.0,0.09977973940001661,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train_2000/img_1_3_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_1_original.png,Dataset/synth_eye_easy_train_2000/img_1_transformed_4.png,1.0,0.0,-0.19248729143698134,0.0,1.0,-0.11021357009365436,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train_2000/img_1_4_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_1_original.png,Dataset/synth_eye_easy_train_2000/img_1_transformed_5.png,1.0,0.0,-0.08613629158993762,0.0,1.0,0.10658557794401913,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train_2000/img_1_5_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_1_original.png,Dataset/synth_eye_easy_train_2000/img_1_transformed_6.png,1.0,0.0,-0.1975376057780448,0.0,1.0,0.14211178353217413,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train_2000/img_1_6_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_1_original.png,Dataset/synth_eye_easy_train_2000/img_1_transformed_7.png,1.0,0.0,-0.010261218555708773,0.0,1.0,0.10175703772239197,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train_2000/img_1_7_keypoints.csv
Dataset/synth_eye_easy_train_2000/img_1_original.png,Dataset/synth_eye_easy_train_2000/img_1_transformed_8.png,1.0,0.0,0.057806095593368745,0.0,1.0,-0.019420298041072204,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_easy_train_2000/img_1_8_keypoints.csv
