source,target,M00,M01,M02,M10,M11,M12,image_path,keypoints
Dataset/synth_eye_medium_train/img_0_original.png,Dataset/synth_eye_medium_train/img_0_transformed_0.png,0.9653733353807507,0.0,0.0,0.0,1.0292146369297477,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_medium_train/img_0_0_keypoints.csv
Dataset/synth_eye_medium_train/img_0_original.png,Dataset/synth_eye_medium_train/img_0_transformed_1.png,1.0397252513912698,0.0,0.0,0.0,0.9578619641215766,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_medium_train/img_0_1_keypoints.csv
Dataset/synth_eye_medium_train/img_0_original.png,Dataset/synth_eye_medium_train/img_0_transformed_2.png,0.9766192666546655,0.0,0.0,0.0,1.027523330396467,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_medium_train/img_0_2_keypoints.csv
Dataset/synth_eye_medium_train/img_0_original.png,Dataset/synth_eye_medium_train/img_0_transformed_3.png,0.989160713072558,0.0,0.0,0.0,0.9664627526089266,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_medium_train/img_0_3_keypoints.csv
Dataset/synth_eye_medium_train/img_0_original.png,Dataset/synth_eye_medium_train/img_0_transformed_4.png,1.0,0.0,0.0,0.0,1.0,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c2.jpg,Dataset/synth_eye_medium_train/img_0_4_keypoints.csv
Dataset/synth_eye_medium_train/img_1_original.png,Dataset/synth_eye_medium_train/img_1_transformed_0.png,0.9937012607418397,0.0,0.0,0.0,0.9935934425723923,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_medium_train/img_1_0_keypoints.csv
Dataset/synth_eye_medium_train/img_1_original.png,Dataset/synth_eye_medium_train/img_1_transformed_1.png,1.0151671406354554,0.0,0.0,0.0,0.9549682034240833,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_medium_train/img_1_1_keypoints.csv
Dataset/synth_eye_medium_train/img_1_original.png,Dataset/synth_eye_medium_train/img_1_transformed_2.png,1.0457035358992475,0.0,0.0,0.0,0.9937407905462624,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_medium_train/img_1_2_keypoints.csv
Dataset/synth_eye_medium_train/img_1_original.png,Dataset/synth_eye_medium_train/img_1_transformed_3.png,1.0088181412814758,0.0,0.0,0.0,1.0106833290010544,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_medium_train/img_1_3_keypoints.csv
Dataset/synth_eye_medium_train/img_1_original.png,Dataset/synth_eye_medium_train/img_1_transformed_4.png,1.0,0.0,0.0,0.0,1.0,0.0,Dataset/Dataset-processed/15-12-2559/2011248/Lc/2011248_20161215__L_c1.jpg,Dataset/synth_eye_medium_train/img_1_4_keypoints.csv
