x1,y1,x2,y2
81.0,94.0,111.0,52.0
30.0,229.0,59.0,188.0
64.0,243.0,86.0,202.0
41.0,121.0,83.0,66.0
38.0,159.0,72.0,118.0
51.0,110.0,85.0,60.0
65.0,88.0,101.0,47.0
114.0,76.0,144.0,28.0
213.0,178.0,246.0,120.0
131.0,216.0,169.0,169.0
145.0,87.0,190.0,37.0
159.0,159.0,191.0,113.0
153.0,131.0,188.0,81.0
99.0,96.0,130.0,51.0
29.0,141.0,61.0,99.0
105.0,151.0,143.0,100.0
93.0,72.0,126.0,31.0
163.0,238.0,186.0,186.0
144.0,167.0,181.0,120.0
88.0,73.0,121.0,32.0
109.0,197.0,139.0,145.0
88.0,102.0,118.0,60.0
