x1,y1,x2,y2
162.0,64.0,168.0,89.0
110.0,70.0,115.0,95.0
121.0,69.0,127.0,94.0
145.0,59.0,150.0,83.0
100.0,67.0,104.0,91.0
151.0,64.0,157.0,89.0
83.0,73.0,88.0,96.0
129.0,59.0,134.0,84.0
93.0,81.0,97.0,105.0
134.0,69.0,140.0,93.0
172.0,77.0,178.0,102.0
101.0,41.0,107.0,64.0
99.0,54.0,104.0,77.0
177.0,52.0,183.0,77.0
13.0,170.0,13.0,192.0
166.0,54.0,171.0,78.0
68.0,67.0,71.0,90.0
75.0,87.0,80.0,109.0
28.0,21.0,30.0,37.0
8.0,26.0,8.0,44.0
34.0,195.0,35.0,214.0
38.0,14.0,44.0,23.0
113.0,84.0,118.0,109.0
95.0,219.0,102.0,244.0
225.0,211.0,229.0,233.0
199.0,12.0,205.0,35.0
22.0,42.0,18.0,61.0
155.0,117.0,160.0,142.0
146.0,142.0,152.0,167.0
64.0,79.0,67.0,102.0
125.0,209.0,131.0,234.0
138.0,207.0,142.0,231.0
79.0,58.0,87.0,79.0
119.0,50.0,124.0,74.0
50.0,174.0,53.0,197.0
88.0,25.0,92.0,48.0
165.0,24.0,171.0,48.0
48.0,61.0,52.0,83.0
212.0,135.0,218.0,158.0
97.0,109.0,102.0,133.0
