x1,y1,x2,y2
123.0,102.0,130.0,96.0
212.0,211.0,217.0,208.0
78.0,103.0,86.0,106.0
217.0,196.0,223.0,194.0
203.0,191.0,207.0,189.0
73.0,194.0,77.0,196.0
83.0,135.0,89.0,130.0
94.0,27.0,102.0,39.0
161.0,119.0,167.0,113.0
81.0,218.0,85.0,219.0
95.0,140.0,105.0,133.0
82.0,208.0,86.0,210.0
124.0,80.0,131.0,75.0
79.0,227.0,83.0,229.0
123.0,39.0,132.0,55.0
76.0,130.0,83.0,128.0
193.0,186.0,201.0,183.0
120.0,128.0,127.0,122.0
48.0,164.0,56.0,169.0
81.0,27.0,89.0,40.0
213.0,151.0,218.0,155.0
72.0,113.0,77.0,114.0
110.0,155.0,116.0,151.0
162.0,203.0,165.0,201.0
47.0,129.0,51.0,125.0
71.0,217.0,76.0,220.0
193.0,204.0,197.0,202.0
183.0,225.0,188.0,223.0
147.0,234.0,152.0,233.0
58.0,112.0,63.0,111.0
25.0,170.0,29.0,175.0
47.0,96.0,53.0,96.0
49.0,55.0,53.0,60.0
30.0,187.0,35.0,192.0
151.0,192.0,156.0,190.0
66.0,47.0,77.0,55.0
243.0,201.0,245.0,197.0
189.0,214.0,193.0,212.0
10.0,89.0,16.0,91.0
92.0,205.0,96.0,207.0
67.0,174.0,69.0,175.0
135.0,103.0,142.0,98.0
144.0,103.0,147.0,98.0
228.0,209.0,231.0,207.0
146.0,115.0,153.0,111.0
60.0,59.0,68.0,66.0
128.0,159.0,138.0,155.0
96.0,150.0,103.0,145.0
114.0,90.0,120.0,85.0
158.0,130.0,164.0,122.0
22.0,144.0,25.0,148.0
