x1,y1,x2,y2
109.0,74.0,114.0,70.0
65.0,57.0,48.0,45.0
113.0,174.0,120.0,230.0
178.0,92.0,227.0,98.0
90.0,73.0,84.0,67.0
75.0,82.0,59.0,82.0
101.0,161.0,101.0,211.0
120.0,72.0,131.0,67.0
107.0,125.0,110.0,153.0
45.0,113.0,14.0,135.0
149.0,57.0,178.0,43.0
52.0,168.0,24.0,225.0
99.0,74.0,98.0,69.0
168.0,79.0,210.0,78.0
84.0,185.0,73.0,247.0
171.0,149.0,214.0,191.0
102.0,39.0,106.0,15.0
98.0,136.0,96.0,172.0
72.0,64.0,57.0,56.0
127.0,166.0,142.0,216.0
37.0,99.0,8.0,109.0
80.0,166.0,66.0,217.0
114.0,89.0,122.0,96.0
92.0,109.0,86.0,125.0
156.0,121.0,190.0,148.0
82.0,31.0,66.0,18.0
57.0,90.0,32.0,96.0
105.0,147.0,106.0,190.0
57.0,56.0,34.0,43.0
161.0,137.0,199.0,175.0
102.0,84.0,110.0,80.0
71.0,51.0,55.0,36.0
116.0,63.0,123.0,55.0
139.0,161.0,163.0,211.0
186.0,53.0,241.0,33.0
107.0,111.0,111.0,132.0
116.0,110.0,125.0,126.0
87.0,50.0,80.0,33.0
128.0,88.0,152.0,101.0
180.0,112.0,230.0,137.0
53.0,130.0,22.0,158.0
74.0,159.0,57.0,206.0
184.0,118.0,238.0,136.0
79.0,174.0,66.0,230.0
86.0,121.0,77.0,145.0
52.0,158.0,22.0,203.0
70.0,45.0,56.0,25.0
91.0,159.0,85.0,207.0
52.0,91.0,23.0,92.0
112.0,44.0,118.0,20.0
114.0,162.0,121.0,212.0
90.0,45.0,88.0,26.0
116.0,97.0,126.0,106.0
121.0,85.0,134.0,89.0
37.0,90.0,8.0,96.0
56.0,71.0,32.0,69.0
106.0,168.0,108.0,221.0
149.0,43.0,179.0,21.0
94.0,169.0,91.0,221.0
191.0,98.0,246.0,110.0
47.0,135.0,17.0,173.0
115.0,33.0,120.0,8.0
81.0,158.0,70.0,206.0
