x1,y1,x2,y2
199.0,89.0,196.0,92.0
29.0,57.0,26.0,60.0
50.0,189.0,46.0,187.0
141.0,9.0,140.0,8.0
183.0,213.0,181.0,213.0
59.0,217.0,57.0,216.0
154.0,50.0,151.0,53.0
163.0,58.0,160.0,62.0
183.0,205.0,181.0,205.0
180.0,231.0,177.0,231.0
130.0,79.0,122.0,76.0
135.0,26.0,132.0,29.0
168.0,67.0,165.0,71.0
202.0,136.0,198.0,139.0
93.0,74.0,84.0,76.0
87.0,62.0,78.0,63.0
244.0,178.0,242.0,180.0
55.0,113.0,50.0,115.0
60.0,161.0,55.0,161.0
77.0,221.0,76.0,220.0
44.0,211.0,43.0,210.0
120.0,235.0,117.0,234.0
59.0,190.0,56.0,187.0
113.0,84.0,103.0,84.0
129.0,96.0,118.0,96.0
113.0,104.0,104.0,106.0
151.0,11.0,151.0,11.0
48.0,247.0,47.0,246.0
206.0,206.0,204.0,206.0
101.0,71.0,91.0,72.0
145.0,40.0,142.0,44.0
188.0,89.0,184.0,92.0
35.0,90.0,32.0,92.0
129.0,109.0,119.0,109.0
36.0,208.0,34.0,208.0
12.0,68.0,9.0,71.0
194.0,205.0,192.0,206.0
214.0,82.0,212.0,84.0
169.0,109.0,157.0,109.0
177.0,19.0,176.0,20.0
195.0,215.0,192.0,217.0
43.0,37.0,40.0,40.0
16.0,201.0,15.0,201.0
130.0,151.0,122.0,152.0
15.0,172.0,8.0,171.0
205.0,220.0,202.0,221.0
110.0,94.0,100.0,95.0
142.0,49.0,139.0,53.0
214.0,200.0,212.0,202.0
76.0,204.0,70.0,201.0
119.0,119.0,108.0,120.0
177.0,74.0,174.0,77.0
197.0,56.0,199.0,64.0
60.0,247.0,59.0,246.0
120.0,87.0,109.0,87.0
121.0,17.0,118.0,21.0
37.0,231.0,36.0,231.0
140.0,69.0,132.0,69.0
75.0,42.0,70.0,47.0
147.0,104.0,136.0,104.0
43.0,107.0,39.0,107.0
187.0,178.0,179.0,180.0
234.0,190.0,232.0,192.0
39.0,75.0,43.0,73.0
20.0,216.0,18.0,218.0
100.0,247.0,99.0,246.0
36.0,46.0,32.0,48.0
28.0,28.0,27.0,29.0
56.0,133.0,50.0,134.0
196.0,128.0,192.0,131.0
67.0,25.0,65.0,29.0
200.0,109.0,203.0,113.0
143.0,139.0,139.0,143.0
226.0,16.0,226.0,11.0
175.0,46.0,174.0,61.0
246.0,165.0,245.0,166.0
111.0,119.0,101.0,119.0
78.0,69.0,73.0,74.0
54.0,213.0,52.0,213.0
80.0,40.0,79.0,43.0
54.0,146.0,49.0,147.0
104.0,104.0,94.0,104.0
72.0,133.0,70.0,134.0
55.0,138.0,49.0,139.0
31.0,203.0,28.0,203.0
78.0,24.0,76.0,27.0
122.0,142.0,114.0,144.0
8.0,227.0,8.0,232.0
92.0,100.0,82.0,101.0
115.0,180.0,105.0,180.0
135.0,210.0,134.0,210.0
124.0,46.0,114.0,46.0
145.0,94.0,137.0,95.0
89.0,140.0,81.0,141.0
183.0,52.0,180.0,54.0
211.0,144.0,209.0,146.0
17.0,239.0,16.0,239.0
124.0,32.0,121.0,36.0
55.0,228.0,54.0,227.0
97.0,38.0,93.0,42.0
109.0,144.0,101.0,145.0
187.0,73.0,185.0,75.0
158.0,115.0,150.0,119.0
