x1,y1,x2,y2
123.0,144.0,163.0,168.0
166.0,135.0,205.0,158.0
149.0,136.0,190.0,160.0
118.0,136.0,159.0,160.0
140.0,74.0,182.0,100.0
164.0,89.0,203.0,113.0
131.0,152.0,172.0,176.0
146.0,95.0,189.0,117.0
148.0,117.0,189.0,143.0
149.0,163.0,189.0,186.0
167.0,61.0,212.0,86.0
17.0,194.0,53.0,210.0
145.0,62.0,187.0,85.0
140.0,141.0,180.0,165.0
137.0,130.0,177.0,155.0
154.0,80.0,195.0,106.0
96.0,16.0,151.0,34.0
72.0,202.0,111.0,225.0
125.0,173.0,161.0,199.0
106.0,228.0,135.0,240.0
134.0,64.0,176.0,88.0
109.0,136.0,149.0,161.0
81.0,44.0,124.0,66.0
124.0,224.0,165.0,232.0
106.0,182.0,148.0,198.0
55.0,60.0,93.0,80.0
94.0,83.0,137.0,106.0
72.0,43.0,113.0,64.0
142.0,107.0,183.0,133.0
90.0,191.0,128.0,214.0
142.0,185.0,182.0,209.0
134.0,183.0,173.0,206.0
152.0,62.0,194.0,87.0
123.0,190.0,161.0,213.0
179.0,129.0,218.0,151.0
