x1,y1,x2,y2
124.0,73.0,104.0,77.0
70.0,46.0,56.0,51.0
92.0,108.0,74.0,113.0
111.0,56.0,93.0,60.0
87.0,128.0,70.0,132.0
114.0,69.0,96.0,73.0
83.0,56.0,68.0,62.0
174.0,11.0,156.0,13.0
130.0,241.0,116.0,246.0
101.0,102.0,83.0,106.0
100.0,131.0,82.0,135.0
241.0,192.0,235.0,200.0
104.0,145.0,87.0,149.0
104.0,37.0,88.0,40.0
126.0,105.0,106.0,109.0
127.0,211.0,110.0,216.0
121.0,205.0,104.0,209.0
60.0,172.0,49.0,178.0
48.0,216.0,45.0,216.0
72.0,58.0,58.0,64.0
107.0,203.0,91.0,208.0
61.0,139.0,48.0,146.0
85.0,194.0,68.0,198.0
89.0,141.0,73.0,146.0
79.0,139.0,62.0,144.0
14.0,46.0,18.0,50.0
152.0,38.0,132.0,42.0
133.0,117.0,112.0,120.0
94.0,67.0,79.0,72.0
121.0,88.0,102.0,91.0
152.0,220.0,134.0,225.0
138.0,68.0,118.0,71.0
112.0,98.0,94.0,102.0
132.0,51.0,113.0,54.0
74.0,150.0,58.0,155.0
149.0,240.0,131.0,244.0
78.0,241.0,75.0,244.0
135.0,85.0,114.0,89.0
208.0,17.0,190.0,21.0
237.0,148.0,229.0,154.0
63.0,230.0,59.0,230.0
102.0,119.0,85.0,123.0
121.0,113.0,101.0,117.0
18.0,9.0,21.0,13.0
111.0,84.0,91.0,81.0
204.0,206.0,192.0,213.0
36.0,236.0,40.0,243.0
210.0,131.0,192.0,137.0
152.0,10.0,134.0,14.0
71.0,72.0,57.0,77.0
22.0,237.0,26.0,244.0
138.0,26.0,119.0,29.0
67.0,99.0,53.0,106.0
126.0,15.0,111.0,18.0
83.0,44.0,68.0,49.0
230.0,128.0,223.0,134.0
118.0,30.0,101.0,34.0
102.0,214.0,87.0,221.0
93.0,58.0,78.0,62.0
72.0,217.0,59.0,217.0
78.0,159.0,63.0,165.0
68.0,142.0,53.0,148.0
77.0,39.0,63.0,43.0
58.0,156.0,46.0,163.0
216.0,61.0,206.0,63.0
22.0,33.0,25.0,37.0
102.0,152.0,86.0,156.0
154.0,183.0,132.0,186.0
196.0,29.0,176.0,32.0
153.0,234.0,134.0,239.0
220.0,169.0,213.0,173.0
121.0,50.0,102.0,53.0
199.0,8.0,180.0,9.0
151.0,20.0,132.0,23.0
26.0,17.0,38.0,9.0
101.0,181.0,84.0,187.0
136.0,228.0,120.0,233.0
98.0,201.0,84.0,207.0
102.0,48.0,86.0,51.0
224.0,151.0,217.0,153.0
95.0,175.0,78.0,180.0
48.0,34.0,54.0,34.0
244.0,80.0,241.0,89.0
231.0,141.0,224.0,142.0
25.0,226.0,29.0,232.0
229.0,152.0,223.0,154.0
