x1,y1,x2,y2
18.0,225.0,24.0,224.0
214.0,164.0,184.0,129.0
200.0,114.0,169.0,80.0
215.0,115.0,187.0,81.0
176.0,99.0,145.0,61.0
237.0,97.0,211.0,63.0
203.0,88.0,174.0,53.0
181.0,43.0,153.0,9.0
191.0,154.0,163.0,120.0
14.0,27.0,9.0,8.0
238.0,109.0,210.0,75.0
157.0,87.0,129.0,52.0
121.0,211.0,97.0,178.0
230.0,117.0,203.0,82.0
227.0,96.0,200.0,62.0
203.0,151.0,173.0,116.0
173.0,201.0,146.0,167.0
217.0,127.0,188.0,92.0
136.0,216.0,110.0,182.0
201.0,213.0,175.0,178.0
222.0,139.0,192.0,105.0
234.0,124.0,207.0,89.0
164.0,187.0,130.0,146.0
199.0,176.0,171.0,142.0
166.0,83.0,141.0,48.0
218.0,59.0,191.0,26.0
194.0,70.0,160.0,37.0
212.0,75.0,183.0,41.0
226.0,55.0,198.0,23.0
30.0,229.0,29.0,217.0
135.0,226.0,113.0,196.0
187.0,54.0,158.0,19.0
190.0,142.0,161.0,107.0
228.0,152.0,201.0,117.0
243.0,122.0,217.0,87.0
243.0,74.0,218.0,40.0
174.0,141.0,148.0,107.0
228.0,107.0,200.0,73.0
139.0,233.0,116.0,201.0
68.0,138.0,68.0,115.0
177.0,109.0,148.0,73.0
192.0,200.0,167.0,166.0
220.0,147.0,191.0,112.0
191.0,99.0,161.0,64.0
179.0,62.0,149.0,29.0
73.0,119.0,73.0,101.0
140.0,197.0,113.0,164.0
223.0,91.0,195.0,56.0
228.0,167.0,199.0,132.0
136.0,175.0,105.0,141.0
208.0,150.0,182.0,114.0
184.0,150.0,155.0,117.0
