x1,y1,x2,y2
115.0,166.0,121.0,131.0
128.0,230.0,138.0,218.0
107.0,174.0,112.0,140.0
156.0,188.0,161.0,159.0
158.0,203.0,159.0,185.0
206.0,212.0,212.0,201.0
16.0,141.0,23.0,112.0
177.0,125.0,185.0,97.0
126.0,176.0,131.0,144.0
204.0,61.0,196.0,54.0
128.0,124.0,137.0,90.0
86.0,190.0,87.0,162.0
186.0,83.0,204.0,89.0
134.0,181.0,141.0,150.0
154.0,170.0,160.0,139.0
180.0,236.0,203.0,220.0
176.0,165.0,182.0,136.0
104.0,195.0,105.0,163.0
28.0,167.0,33.0,148.0
208.0,233.0,213.0,217.0
140.0,28.0,135.0,30.0
69.0,124.0,80.0,101.0
160.0,223.0,173.0,210.0
185.0,225.0,198.0,212.0
209.0,197.0,221.0,180.0
77.0,96.0,95.0,69.0
138.0,200.0,148.0,170.0
