x1,y1,x2,y2
92.0,159.0,98.0,158.0
168.0,91.0,175.0,87.0
58.0,205.0,64.0,206.0
191.0,226.0,198.0,227.0
57.0,215.0,64.0,216.0
172.0,219.0,178.0,220.0
108.0,43.0,118.0,42.0
163.0,239.0,170.0,241.0
127.0,32.0,142.0,30.0
25.0,205.0,32.0,206.0
170.0,153.0,177.0,151.0
147.0,76.0,153.0,71.0
183.0,111.0,190.0,108.0
131.0,71.0,136.0,67.0
104.0,220.0,112.0,221.0
90.0,75.0,94.0,75.0
231.0,65.0,238.0,65.0
204.0,123.0,210.0,121.0
134.0,87.0,140.0,82.0
193.0,165.0,199.0,164.0
125.0,17.0,140.0,16.0
66.0,55.0,73.0,54.0
195.0,54.0,203.0,55.0
147.0,126.0,152.0,121.0
206.0,25.0,214.0,25.0
43.0,210.0,50.0,211.0
78.0,191.0,85.0,191.0
136.0,112.0,140.0,108.0
66.0,222.0,73.0,223.0
146.0,36.0,155.0,31.0
123.0,191.0,129.0,187.0
181.0,127.0,187.0,125.0
236.0,206.0,243.0,209.0
136.0,225.0,143.0,226.0
89.0,114.0,95.0,112.0
155.0,31.0,164.0,33.0
145.0,66.0,149.0,60.0
212.0,67.0,219.0,69.0
169.0,185.0,187.0,185.0
113.0,66.0,118.0,61.0
212.0,198.0,218.0,199.0
105.0,35.0,121.0,31.0
165.0,80.0,170.0,75.0
236.0,81.0,244.0,84.0
145.0,247.0,151.0,247.0
148.0,164.0,154.0,160.0
207.0,45.0,215.0,48.0
142.0,18.0,150.0,20.0
52.0,70.0,59.0,71.0
185.0,151.0,192.0,149.0
29.0,76.0,35.0,75.0
195.0,96.0,201.0,94.0
196.0,144.0,203.0,143.0
180.0,166.0,187.0,164.0
156.0,17.0,165.0,19.0
147.0,173.0,154.0,170.0
114.0,21.0,134.0,20.0
85.0,215.0,92.0,216.0
168.0,105.0,175.0,99.0
173.0,57.0,176.0,56.0
46.0,221.0,51.0,224.0
80.0,72.0,86.0,71.0
156.0,101.0,162.0,96.0
33.0,186.0,40.0,186.0
37.0,199.0,44.0,200.0
112.0,51.0,117.0,51.0
80.0,46.0,96.0,40.0
111.0,76.0,116.0,71.0
151.0,84.0,157.0,81.0
229.0,179.0,236.0,181.0
206.0,62.0,213.0,64.0
146.0,227.0,152.0,228.0
27.0,192.0,33.0,193.0
215.0,36.0,224.0,39.0
42.0,236.0,49.0,237.0
68.0,211.0,75.0,212.0
211.0,76.0,219.0,78.0
184.0,67.0,188.0,65.0
47.0,77.0,54.0,75.0
98.0,72.0,104.0,71.0
108.0,190.0,108.0,193.0
21.0,136.0,27.0,133.0
148.0,185.0,155.0,182.0
189.0,46.0,197.0,48.0
51.0,200.0,58.0,201.0
88.0,140.0,96.0,137.0
26.0,45.0,34.0,43.0
144.0,93.0,149.0,88.0
76.0,22.0,83.0,18.0
179.0,36.0,186.0,37.0
153.0,153.0,160.0,147.0
64.0,83.0,71.0,81.0
186.0,40.0,193.0,42.0
35.0,60.0,43.0,60.0
210.0,179.0,217.0,181.0
139.0,125.0,144.0,120.0
28.0,176.0,34.0,177.0
101.0,206.0,103.0,205.0
227.0,56.0,234.0,56.0
47.0,41.0,55.0,41.0
168.0,21.0,177.0,23.0
217.0,87.0,223.0,90.0
19.0,81.0,25.0,81.0
174.0,139.0,180.0,137.0
73.0,33.0,81.0,33.0
40.0,69.0,45.0,69.0
121.0,166.0,126.0,160.0
65.0,176.0,72.0,176.0
38.0,93.0,46.0,90.0
86.0,194.0,94.0,194.0
209.0,166.0,216.0,164.0
132.0,15.0,150.0,15.0
32.0,212.0,40.0,213.0
179.0,84.0,186.0,80.0
221.0,97.0,227.0,100.0
193.0,177.0,200.0,175.0
59.0,29.0,61.0,26.0
194.0,79.0,198.0,77.0
70.0,104.0,76.0,103.0
8.0,217.0,16.0,218.0
197.0,15.0,207.0,16.0
93.0,240.0,101.0,241.0
114.0,243.0,122.0,243.0
37.0,164.0,42.0,162.0
123.0,214.0,123.0,215.0
202.0,90.0,207.0,87.0
207.0,100.0,213.0,99.0
89.0,42.0,105.0,40.0
125.0,201.0,132.0,199.0
159.0,177.0,166.0,175.0
40.0,183.0,46.0,183.0
26.0,244.0,33.0,246.0
177.0,18.0,181.0,12.0
8.0,73.0,16.0,72.0
228.0,203.0,235.0,205.0
111.0,91.0,115.0,84.0
166.0,231.0,172.0,232.0
164.0,137.0,170.0,134.0
125.0,48.0,133.0,48.0
88.0,61.0,88.0,64.0
238.0,140.0,243.0,141.0
133.0,166.0,139.0,162.0
13.0,191.0,21.0,191.0
169.0,30.0,177.0,32.0
159.0,50.0,163.0,50.0
176.0,231.0,182.0,232.0
37.0,79.0,45.0,78.0
145.0,109.0,150.0,104.0
40.0,191.0,45.0,191.0
49.0,85.0,54.0,84.0
45.0,61.0,51.0,59.0
37.0,231.0,44.0,232.0
209.0,210.0,210.0,218.0
