x1,y1,x2,y2
95.0,19.0,85.0,17.0
140.0,33.0,130.0,32.0
219.0,90.0,208.0,93.0
190.0,211.0,178.0,212.0
213.0,98.0,200.0,100.0
79.0,31.0,69.0,29.0
233.0,109.0,220.0,110.0
59.0,63.0,49.0,61.0
48.0,89.0,36.0,88.0
164.0,11.0,156.0,10.0
84.0,23.0,74.0,21.0
92.0,91.0,82.0,91.0
216.0,183.0,202.0,184.0
70.0,24.0,61.0,23.0
66.0,43.0,54.0,41.0
43.0,197.0,30.0,197.0
206.0,53.0,195.0,52.0
56.0,11.0,43.0,10.0
115.0,52.0,104.0,52.0
165.0,225.0,153.0,226.0
56.0,37.0,45.0,34.0
24.0,147.0,8.0,145.0
28.0,73.0,17.0,71.0
35.0,12.0,24.0,11.0
208.0,213.0,197.0,214.0
115.0,122.0,106.0,122.0
203.0,183.0,189.0,184.0
29.0,215.0,14.0,216.0
58.0,233.0,45.0,233.0
85.0,146.0,74.0,145.0
36.0,94.0,23.0,94.0
226.0,162.0,212.0,163.0
206.0,167.0,192.0,167.0
63.0,139.0,49.0,138.0
36.0,168.0,22.0,168.0
244.0,196.0,231.0,196.0
89.0,160.0,78.0,161.0
170.0,163.0,160.0,161.0
92.0,60.0,80.0,60.0
60.0,246.0,47.0,247.0
44.0,22.0,31.0,19.0
218.0,65.0,206.0,64.0
189.0,170.0,178.0,169.0
49.0,159.0,35.0,159.0
63.0,55.0,52.0,53.0
34.0,203.0,20.0,202.0
81.0,199.0,68.0,199.0
108.0,96.0,98.0,96.0
108.0,149.0,97.0,149.0
88.0,235.0,76.0,235.0
81.0,178.0,69.0,178.0
43.0,102.0,31.0,100.0
72.0,234.0,60.0,235.0
52.0,138.0,38.0,140.0
55.0,74.0,44.0,73.0
198.0,23.0,188.0,20.0
238.0,178.0,223.0,178.0
130.0,34.0,120.0,33.0
104.0,49.0,92.0,49.0
95.0,211.0,82.0,211.0
103.0,103.0,93.0,103.0
119.0,234.0,107.0,235.0
188.0,16.0,178.0,15.0
100.0,228.0,89.0,230.0
106.0,180.0,95.0,180.0
110.0,62.0,100.0,62.0
44.0,65.0,34.0,63.0
150.0,33.0,139.0,31.0
194.0,192.0,183.0,192.0
152.0,109.0,143.0,109.0
161.0,80.0,151.0,78.0
90.0,121.0,80.0,120.0
194.0,41.0,184.0,40.0
180.0,218.0,170.0,218.0
195.0,125.0,184.0,126.0
205.0,86.0,195.0,92.0
63.0,19.0,53.0,17.0
230.0,69.0,217.0,68.0
171.0,238.0,159.0,239.0
42.0,77.0,31.0,75.0
122.0,153.0,112.0,153.0
51.0,57.0,40.0,55.0
50.0,79.0,39.0,78.0
119.0,169.0,109.0,169.0
229.0,212.0,216.0,213.0
41.0,226.0,27.0,226.0
232.0,226.0,220.0,225.0
73.0,37.0,63.0,35.0
181.0,182.0,170.0,181.0
40.0,215.0,26.0,216.0
39.0,50.0,30.0,47.0
224.0,76.0,213.0,77.0
198.0,67.0,186.0,67.0
51.0,227.0,38.0,227.0
217.0,41.0,206.0,42.0
119.0,80.0,109.0,81.0
116.0,225.0,103.0,226.0
23.0,177.0,9.0,177.0
155.0,34.0,144.0,33.0
94.0,136.0,81.0,135.0
43.0,39.0,38.0,27.0
171.0,82.0,162.0,82.0
23.0,108.0,10.0,106.0
36.0,196.0,23.0,195.0
40.0,178.0,27.0,178.0
63.0,223.0,49.0,224.0
189.0,35.0,177.0,33.0
23.0,202.0,8.0,204.0
135.0,153.0,127.0,152.0
213.0,163.0,200.0,164.0
77.0,121.0,65.0,121.0
119.0,40.0,109.0,39.0
61.0,127.0,54.0,129.0
125.0,50.0,114.0,52.0
83.0,217.0,60.0,209.0
55.0,210.0,42.0,211.0
33.0,82.0,22.0,81.0
159.0,245.0,147.0,246.0
104.0,203.0,91.0,204.0
