x1,y1,x2,y2
124.0,63.0,125.0,61.0
102.0,57.0,104.0,55.0
75.0,16.0,77.0,15.0
127.0,144.0,128.0,143.0
165.0,32.0,166.0,31.0
105.0,175.0,106.0,174.0
44.0,195.0,44.0,193.0
208.0,17.0,209.0,16.0
120.0,197.0,121.0,196.0
101.0,185.0,102.0,184.0
109.0,198.0,110.0,198.0
141.0,62.0,143.0,60.0
221.0,33.0,222.0,31.0
214.0,24.0,216.0,23.0
155.0,60.0,155.0,59.0
187.0,133.0,188.0,131.0
55.0,237.0,55.0,236.0
75.0,113.0,76.0,112.0
229.0,43.0,230.0,41.0
209.0,170.0,210.0,169.0
113.0,59.0,114.0,57.0
217.0,55.0,218.0,54.0
199.0,8.0,201.0,9.0
199.0,66.0,199.0,64.0
130.0,39.0,131.0,38.0
114.0,172.0,115.0,170.0
100.0,35.0,99.0,35.0
15.0,163.0,15.0,161.0
123.0,170.0,124.0,169.0
77.0,137.0,79.0,136.0
225.0,164.0,225.0,163.0
79.0,83.0,80.0,82.0
244.0,106.0,244.0,105.0
186.0,245.0,186.0,246.0
26.0,238.0,24.0,237.0
81.0,34.0,81.0,33.0
103.0,126.0,104.0,125.0
173.0,170.0,175.0,171.0
208.0,81.0,210.0,80.0
226.0,179.0,226.0,180.0
37.0,146.0,38.0,145.0
71.0,77.0,73.0,76.0
114.0,104.0,115.0,103.0
238.0,120.0,239.0,118.0
63.0,112.0,65.0,110.0
171.0,66.0,172.0,64.0
89.0,124.0,90.0,124.0
37.0,37.0,39.0,34.0
145.0,32.0,144.0,30.0
230.0,204.0,230.0,204.0
214.0,147.0,215.0,147.0
90.0,185.0,91.0,184.0
15.0,87.0,16.0,85.0
132.0,171.0,133.0,171.0
23.0,65.0,24.0,64.0
168.0,13.0,169.0,13.0
35.0,234.0,33.0,232.0
212.0,191.0,212.0,192.0
15.0,152.0,16.0,149.0
172.0,81.0,173.0,80.0
84.0,166.0,86.0,165.0
206.0,71.0,208.0,71.0
194.0,112.0,195.0,112.0
85.0,110.0,87.0,109.0
172.0,45.0,173.0,43.0
20.0,74.0,22.0,71.0
92.0,82.0,93.0,81.0
203.0,51.0,204.0,49.0
129.0,28.0,129.0,27.0
139.0,247.0,139.0,246.0
34.0,247.0,33.0,246.0
203.0,237.0,203.0,238.0
189.0,16.0,192.0,14.0
232.0,104.0,234.0,103.0
93.0,72.0,95.0,71.0
83.0,9.0,85.0,8.0
164.0,91.0,166.0,89.0
54.0,203.0,54.0,202.0
8.0,99.0,9.0,99.0
114.0,155.0,116.0,154.0
21.0,127.0,22.0,125.0
140.0,215.0,139.0,215.0
44.0,222.0,44.0,222.0
114.0,126.0,115.0,124.0
211.0,224.0,211.0,223.0
182.0,51.0,182.0,49.0
113.0,47.0,114.0,47.0
208.0,40.0,209.0,39.0
75.0,125.0,77.0,125.0
132.0,51.0,132.0,49.0
119.0,159.0,123.0,156.0
154.0,91.0,154.0,85.0
14.0,24.0,8.0,26.0
225.0,68.0,226.0,66.0
182.0,146.0,183.0,144.0
124.0,207.0,125.0,205.0
28.0,54.0,29.0,52.0
154.0,73.0,154.0,71.0
8.0,230.0,8.0,229.0
99.0,205.0,96.0,203.0
119.0,26.0,120.0,25.0
145.0,127.0,147.0,125.0
8.0,187.0,8.0,186.0
232.0,198.0,233.0,197.0
132.0,56.0,132.0,54.0
114.0,117.0,115.0,116.0
49.0,47.0,51.0,45.0
67.0,219.0,68.0,218.0
82.0,97.0,84.0,94.0
108.0,140.0,109.0,138.0
59.0,38.0,60.0,37.0
127.0,105.0,129.0,103.0
182.0,82.0,183.0,81.0
133.0,81.0,134.0,80.0
87.0,46.0,88.0,44.0
