x1,y1,x2,y2
92.0,137.0,95.0,179.0
85.0,93.0,91.0,137.0
147.0,120.0,156.0,174.0
159.0,159.0,170.0,206.0
51.0,176.0,47.0,213.0
37.0,173.0,35.0,207.0
172.0,115.0,177.0,158.0
37.0,183.0,37.0,227.0
144.0,147.0,150.0,193.0
17.0,199.0,11.0,233.0
20.0,131.0,27.0,150.0
178.0,182.0,202.0,221.0
116.0,135.0,123.0,187.0
36.0,148.0,38.0,179.0
62.0,192.0,50.0,223.0
86.0,114.0,90.0,160.0
34.0,159.0,35.0,198.0
129.0,190.0,137.0,247.0
157.0,188.0,162.0,244.0
119.0,160.0,126.0,212.0
42.0,181.0,33.0,218.0
127.0,178.0,133.0,234.0
106.0,161.0,106.0,219.0
145.0,159.0,152.0,205.0
134.0,100.0,128.0,118.0
