x1,y1,x2,y2
158.0,83.0,156.0,87.0
163.0,100.0,160.0,102.0
137.0,147.0,143.0,151.0
105.0,153.0,112.0,165.0
104.0,178.0,113.0,189.0
99.0,165.0,106.0,177.0
174.0,94.0,172.0,97.0
52.0,142.0,47.0,160.0
155.0,127.0,167.0,139.0
116.0,189.0,124.0,196.0
158.0,174.0,163.0,171.0
141.0,124.0,144.0,133.0
122.0,166.0,128.0,174.0
177.0,108.0,178.0,107.0
232.0,180.0,220.0,142.0
66.0,128.0,62.0,133.0
104.0,143.0,111.0,156.0
74.0,91.0,67.0,103.0
166.0,83.0,163.0,84.0
125.0,121.0,130.0,132.0
150.0,101.0,148.0,105.0
136.0,139.0,143.0,144.0
121.0,176.0,129.0,184.0
111.0,167.0,120.0,177.0
111.0,104.0,112.0,116.0
186.0,96.0,192.0,102.0
98.0,136.0,104.0,151.0
144.0,67.0,137.0,72.0
67.0,121.0,64.0,127.0
137.0,181.0,141.0,184.0
