x1,y1,x2,y2
98.0,169.0,81.0,165.0
116.0,164.0,98.0,160.0
116.0,106.0,95.0,98.0
52.0,55.0,46.0,44.0
121.0,114.0,103.0,108.0
59.0,104.0,44.0,96.0
111.0,56.0,92.0,47.0
128.0,169.0,111.0,164.0
97.0,81.0,79.0,74.0
95.0,118.0,75.0,111.0
73.0,54.0,59.0,47.0
179.0,134.0,167.0,124.0
61.0,117.0,46.0,109.0
65.0,89.0,51.0,82.0
192.0,120.0,179.0,111.0
39.0,85.0,28.0,77.0
108.0,112.0,89.0,107.0
92.0,90.0,74.0,83.0
109.0,160.0,88.0,157.0
120.0,89.0,101.0,83.0
105.0,73.0,87.0,66.0
44.0,122.0,30.0,114.0
128.0,102.0,108.0,97.0
72.0,130.0,55.0,122.0
194.0,133.0,180.0,125.0
22.0,77.0,20.0,65.0
181.0,118.0,171.0,111.0
81.0,138.0,65.0,132.0
124.0,47.0,101.0,35.0
140.0,171.0,122.0,165.0
73.0,118.0,57.0,109.0
100.0,130.0,77.0,131.0
128.0,71.0,104.0,57.0
79.0,131.0,62.0,122.0
212.0,39.0,201.0,21.0
138.0,114.0,109.0,112.0
117.0,140.0,98.0,135.0
105.0,133.0,87.0,127.0
45.0,62.0,39.0,51.0
86.0,162.0,67.0,157.0
129.0,36.0,73.0,38.0
73.0,89.0,62.0,82.0
193.0,128.0,179.0,120.0
70.0,97.0,53.0,90.0
41.0,50.0,37.0,39.0
39.0,72.0,30.0,62.0
96.0,110.0,77.0,101.0
212.0,103.0,204.0,100.0
