x1,y1,x2,y2
117.0,116.0,149.0,129.0
74.0,210.0,100.0,222.0
80.0,133.0,110.0,144.0
107.0,28.0,135.0,38.0
130.0,202.0,160.0,214.0
89.0,34.0,116.0,43.0
61.0,53.0,87.0,61.0
124.0,210.0,154.0,223.0
139.0,19.0,169.0,30.0
103.0,110.0,134.0,121.0
105.0,216.0,132.0,228.0
96.0,14.0,122.0,22.0
103.0,156.0,133.0,169.0
125.0,188.0,155.0,201.0
70.0,172.0,99.0,184.0
77.0,18.0,104.0,26.0
46.0,62.0,70.0,68.0
84.0,175.0,113.0,188.0
66.0,157.0,93.0,168.0
44.0,115.0,72.0,123.0
79.0,230.0,103.0,242.0
47.0,143.0,73.0,153.0
69.0,83.0,100.0,93.0
81.0,90.0,114.0,101.0
83.0,121.0,113.0,133.0
94.0,147.0,124.0,160.0
120.0,149.0,151.0,162.0
110.0,150.0,140.0,163.0
65.0,118.0,94.0,127.0
52.0,46.0,75.0,52.0
58.0,173.0,85.0,185.0
140.0,40.0,170.0,51.0
114.0,211.0,141.0,224.0
113.0,58.0,144.0,70.0
87.0,109.0,118.0,120.0
126.0,11.0,155.0,22.0
117.0,19.0,145.0,29.0
77.0,189.0,105.0,202.0
101.0,128.0,131.0,140.0
135.0,215.0,164.0,227.0
244.0,23.0,246.0,28.0
65.0,44.0,92.0,51.0
91.0,204.0,119.0,216.0
63.0,33.0,88.0,40.0
88.0,166.0,118.0,179.0
12.0,11.0,15.0,14.0
119.0,105.0,151.0,116.0
98.0,75.0,128.0,89.0
84.0,59.0,113.0,69.0
235.0,204.0,246.0,208.0
43.0,212.0,66.0,224.0
78.0,160.0,107.0,172.0
40.0,108.0,63.0,114.0
37.0,88.0,63.0,95.0
104.0,53.0,133.0,65.0
94.0,123.0,124.0,135.0
113.0,71.0,143.0,81.0
60.0,198.0,85.0,210.0
70.0,64.0,99.0,71.0
115.0,198.0,143.0,210.0
65.0,212.0,91.0,224.0
144.0,70.0,175.0,82.0
37.0,199.0,58.0,209.0
92.0,57.0,123.0,68.0
103.0,195.0,131.0,208.0
101.0,23.0,129.0,34.0
53.0,185.0,79.0,196.0
62.0,76.0,92.0,82.0
90.0,140.0,120.0,152.0
55.0,215.0,80.0,227.0
174.0,185.0,200.0,194.0
62.0,141.0,89.0,150.0
47.0,198.0,72.0,210.0
36.0,187.0,58.0,197.0
212.0,126.0,225.0,127.0
33.0,142.0,58.0,151.0
212.0,139.0,225.0,140.0
71.0,126.0,99.0,136.0
212.0,133.0,226.0,135.0
102.0,207.0,131.0,219.0
31.0,127.0,55.0,136.0
156.0,84.0,188.0,97.0
39.0,62.0,63.0,68.0
29.0,29.0,40.0,19.0
46.0,153.0,73.0,164.0
76.0,37.0,104.0,50.0
87.0,218.0,114.0,229.0
40.0,165.0,66.0,177.0
208.0,61.0,230.0,73.0
84.0,210.0,107.0,218.0
87.0,237.0,112.0,247.0
70.0,192.0,97.0,206.0
50.0,168.0,75.0,178.0
68.0,229.0,94.0,241.0
52.0,82.0,80.0,89.0
33.0,156.0,57.0,169.0
110.0,237.0,138.0,246.0
