x1,y1,x2,y2
136.0,119.0,128.0,135.0
108.0,135.0,99.0,148.0
149.0,93.0,142.0,110.0
113.0,222.0,83.0,225.0
135.0,165.0,127.0,181.0
160.0,161.0,152.0,178.0
169.0,63.0,165.0,63.0
144.0,164.0,137.0,179.0
114.0,124.0,105.0,136.0
61.0,160.0,56.0,167.0
114.0,115.0,106.0,128.0
132.0,134.0,123.0,149.0
131.0,146.0,121.0,160.0
166.0,138.0,159.0,156.0
51.0,175.0,43.0,180.0
171.0,104.0,164.0,123.0
121.0,136.0,112.0,150.0
29.0,49.0,9.0,88.0
131.0,91.0,126.0,104.0
56.0,91.0,53.0,98.0
167.0,128.0,159.0,146.0
93.0,217.0,67.0,220.0
45.0,120.0,39.0,127.0
190.0,181.0,166.0,193.0
66.0,109.0,57.0,122.0
15.0,148.0,14.0,159.0
120.0,90.0,113.0,102.0
67.0,103.0,58.0,115.0
162.0,103.0,156.0,121.0
136.0,101.0,128.0,118.0
10.0,109.0,10.0,124.0
114.0,213.0,99.0,213.0
23.0,88.0,35.0,84.0
114.0,144.0,104.0,162.0
145.0,106.0,139.0,120.0
96.0,123.0,88.0,136.0
45.0,88.0,45.0,96.0
158.0,126.0,150.0,144.0
239.0,158.0,239.0,169.0
